year,agency_id,alloc_id,account,pa_code,pa_name
2017,12,,5161,11,Agricultural Quarantine Inspection User Fees
2017,12,,5161,12,H1N1 Transfer From HHS
2017,12,,5161,13,Citrus Greening - GP 764
2017,12,,5161,14,"Farm Bill, Section 10007"
2017,12,,5161,801,Salaries and Expenses (Reimbursable)
2017,12,,111,2,Building Operations and Maintenance
2017,12,,111,3,Homeland Security Database
2017,12,,111,802,Agriculture Buildings and Facilities and Rental Payments (Reimbursable)
2017,12,,117,2,Building Operations and Maintenance
2017,12,,117,3,Homeland Security Database
2017,12,,117,802,Agriculture Buildings and Facilities and Rental Payments (Reimbursable)
2017,12,,119,2,Building Operations and Maintenance
2017,12,,119,3,Homeland Security Database
2017,12,,119,802,Agriculture Buildings and Facilities and Rental Payments (Reimbursable)
2017,12,,1701,1,Economic Research Service
2017,12,,1701,801,Economic Research Service (Reimbursable)
2017,12,,8227,1,Economic Research Service
2017,12,,8227,801,Economic Research Service (Reimbursable)
2017,12,,706,1,National Appeals Division
2017,12,,503,5,Office of Budget and Program Analysis (Direct)
2017,12,,123,1,Office of the Chief Economist
2017,12,,123,2,Biodiesel Fuel Education Program
2017,12,,123,801,Office of the Chief Economist (Reimbursable)
2017,12,,4609,801,Administration
2017,12,,4609,802,Communications
2017,12,,4609,803,Finance and management
2017,12,,4609,804,Information technology
2017,12,,4609,805,Executive secretariat
2017,12,,4609,815,Capital Funding Availability
2017,12,,4609,816,Proceeds from Purchase Card Rebate Programs
2017,12,,4140,8,Loan recoverable costs
2017,12,,1140,10,Administrative expenses - PLCE
2017,12,,3314,10,Administrative expenses - PLCE
2017,12,,3314,11,Dairy Indemnity Program
2017,12,,5531,1,Agricultural Disaster Relief Fund (Direct)
2017,12,,5636,1,Wool Manufacturers Payments
2017,12,,4336,1,Price Loss Coverage
2017,12,,4336,2,Agriculture Risk Coverage
2017,12,,4336,3,Cotton Transition Assistance Program
2017,12,,4336,4,Marketing Loans -- Recourse
2017,12,,4336,5,"Direct, Countercyclical an ACRE Payments"
2017,12,,4336,6,Marketing Loans -- Non-Recourse
2017,12,,4336,7,Loan Deficiency Payments
2017,12,,4336,8,Economic Adjustment Assistance for Upland Cotton
2017,12,,4336,9,Livestock Indemnity Program
2017,12,,4336,10,Livestock Forage Program
2017,12,,4336,11,ELAP
2017,12,,4336,12,Tree Assistance Program
2017,12,,4336,13,Biomass Crop Assistance Program
2017,12,,4336,15,"Storage, Transportation and Other"
2017,12,,4336,16,Market Access Program
2017,12,,4336,18,Technical Assistance for Specialty Crops
2017,12,,4336,19,Emerging Markets Program
2017,12,,4336,21,Foreign Market Development Program
2017,12,,4336,22,Quality Samples Program
2017,12,,4336,23,Non-Insured assistance program
2017,12,,4336,26,Conservation Reserve Program Financial Assistance
2017,12,,4336,27,Conservation Reserve Program Technical Assistance
2017,12,,4336,28,Emergency Forestry Conservation Reserve Program
2017,12,,4336,29,Treasury Interest
2017,12,,4336,30,Other Interest
2017,12,,4336,31,Reimbursable Agreements with State and Federal Agencies
2017,12,,4336,32,Food for Progress
2017,12,,4336,34,Section 4 Contracts
2017,12,,4336,35,Farm Bill Implementation
2017,12,,4336,37,Cotton Ginning Cost Share
2017,12,,4336,38,Electronic Warehouse Receipts
2017,12,,4336,39,Graze Out
2017,12,,4336,40,Noninsured Assistance Program Loss Adjuster
2017,12,,4336,41,Margin Protection Program
2017,12,,4336,47,All other Programs
2017,12,,4336,802,Commodities procured - PL480 Titles II / III Commodity costs
2017,12,,4338,1,Operating Expenses
2017,12,,3316,1,Emergency conservation program
2017,12,,171,1,EFRP
2017,12,,3304,1,Grassroots source water payments
2017,12,,5635,1,Pima Cotton Agreements
2017,12,,3305,1,Reforestation pilot program
2017,12,,600,1,Agricultural Sector Support
2017,12,,600,801,Farm loans
2017,12,,600,802,Other programs
2017,12,,600,803,Other Credit Programs
2017,12,,170,1,State mediation grants
2017,12,,8161,1,Tobacco Buyout Cost Reimbursement to CCC
2017,12,,2701,1,Geographically disadvantaged farmers and ranchers program
2017,12,,1140,701,Direct loan subsidy
2017,12,,1140,702,Loan guarantee subsidy
2017,12,,1140,709,Administrative expenses 
2017,12,,1336,702,Loan guarantee subsidy
2017,12,,1336,709,Administrative expenses 
2017,12,,3539,1,Above 185 of poverty
2017,12,,3539,2,130-185 of poverty
2017,12,,3539,3,Below 130 of poverty
2017,12,,3539,101,Above 185 of poverty
2017,12,,3539,102,130-185 of poverty
2017,12,,3539,103,Below 130 of poverty
2017,12,,3539,201,Above 185 of poverty
2017,12,,3539,202,130-185 of poverty
2017,12,,3539,203,Below 130 of poverty
2017,12,,3539,301,Summer Food Service Program
2017,12,,3539,302,Special Milk Program
2017,12,,3539,303,State Administrative Expenses
2017,12,,3539,304,Commodity Procurement
2017,12,,3539,310,Coordinated Review Effort
2017,12,,3539,315,Food Safety Education
2017,12,,3539,320,CN Studies and Evaluations
2017,12,,3539,325,Computer Support and Processing
2017,12,,3539,340,Other Mandatory Program Costs
2017,12,,3539,401,Team Nutrition and HealthierUS Schools Challenge
2017,12,,3539,405,Summer EBT Demonstration
2017,12,,3539,414,School Meal Equipment Grants x year
2017,12,,3539,415,School Meals Equipment Grants 2 year
2017,12,,3539,501,Fresh Fruit and Vegetable Program
2017,12,,3539,502,Tech. Assist. Program Integrity/Administrative Reviews
2017,12,,3539,504,National Food Service Management Inst./Information Clearinghouse
2017,12,,3539,507,Direct Certification Technical Assistance (Sect. 749)
2017,12,,3539,520,Other Permanent Programs
2017,12,,3540,1,Above 185 of poverty
2017,12,,3540,2,130-185 of poverty
2017,12,,3540,3,Below 130 of poverty
2017,12,,3540,101,Above 185 of poverty
2017,12,,3540,102,130-185 of poverty
2017,12,,3540,103,Below 130 of poverty
2017,12,,3540,201,Above 185 of poverty
2017,12,,3540,202,130-185 of poverty
2017,12,,3540,203,Below 130 of poverty
2017,12,,3540,301,Summer Food Service Program
2017,12,,3540,302,Special Milk Program
2017,12,,3540,303,State Administrative Expenses
2017,12,,3540,304,Commodity Procurement
2017,12,,3540,310,Coordinated Review Effort
2017,12,,3540,315,Food Safety Education
2017,12,,3540,320,CN Studies and Evaluations
2017,12,,3540,325,Computer Support and Processing
2017,12,,3540,340,Other Mandatory Program Costs
2017,12,,3540,401,Team Nutrition and HealthierUS Schools Challenge
2017,12,,3540,405,Summer EBT Demonstration
2017,12,,3540,414,School Meal Equipment Grants x year
2017,12,,3540,415,School Meals Equipment Grants 2 year
2017,12,,3540,501,Fresh Fruit and Vegetable Program
2017,12,,3540,502,Tech. Assist. Program Integrity/Administrative Reviews
2017,12,,3540,504,National Food Service Management Inst./Information Clearinghouse
2017,12,,3540,507,Direct Certification Technical Assistance (Sect. 749)
2017,12,,3540,520,Other Permanent Programs
2017,12,,5539,1,Above 185 of poverty
2017,12,,5539,2,130-185 of poverty
2017,12,,5539,3,Below 130 of poverty
2017,12,,5539,101,Above 185 of poverty
2017,12,,5539,102,130-185 of poverty
2017,12,,5539,103,Below 130 of poverty
2017,12,,5539,201,Above 185 of poverty
2017,12,,5539,202,130-185 of poverty
2017,12,,5539,203,Below 130 of poverty
2017,12,,5539,301,Summer Food Service Program
2017,12,,5539,302,Special Milk Program
2017,12,,5539,303,State Administrative Expenses
2017,12,,5539,304,Commodity Procurement
2017,12,,5539,310,Coordinated Review Effort
2017,12,,5539,315,Food Safety Education
2017,12,,5539,320,CN Studies and Evaluations
2017,12,,5539,325,Computer Support and Processing
2017,12,,5539,340,Other Mandatory Program Costs
2017,12,,5539,401,Team Nutrition and HealthierUS Schools Challenge
2017,12,,5539,405,Summer EBT Demonstration
2017,12,,5539,414,School Meal Equipment Grants x year
2017,12,,5539,415,School Meals Equipment Grants 2 year
2017,12,,5539,501,Fresh Fruit and Vegetable Program
2017,12,,5539,502,Tech. Assist. Program Integrity/Administrative Reviews
2017,12,,5539,504,National Food Service Management Inst./Information Clearinghouse
2017,12,,5539,507,Direct Certification Technical Assistance (Sect. 749)
2017,12,,5539,520,Other Permanent Programs
2017,12,,3503,1,Commodity procurement
2017,12,,3503,2,Administrative costs
2017,12,,3503,105,TEFAP Administrative
2017,12,,3503,110,Senior farmers' market
2017,12,,3503,115,Farmers' market nutrition program
2017,12,,3503,120,Pacific island and disaster assistance
2017,12,,3503,130,NSIP (Transfer Funds)
2017,12,,3507,1,Commodity procurement
2017,12,,3507,2,Administrative costs
2017,12,,3507,105,TEFAP Administrative
2017,12,,3507,110,Senior farmers' market
2017,12,,3507,115,Farmers' market nutrition program
2017,12,,3507,120,Pacific island and disaster assistance
2017,12,,3507,130,NSIP (Transfer Funds)
2017,12,,3509,1,Commodity procurement
2017,12,,3509,2,Administrative costs
2017,12,,3509,105,TEFAP Administrative
2017,12,,3509,110,Senior farmers' market
2017,12,,3509,115,Farmers' market nutrition program
2017,12,,3509,120,Pacific island and disaster assistance
2017,12,,3509,130,NSIP (Transfer Funds)
2017,12,,3512,1,Commodity procurement
2017,12,,3512,2,Administrative costs
2017,12,,3512,105,TEFAP Administrative
2017,12,,3512,110,Senior farmers' market
2017,12,,3512,115,Farmers' market nutrition program
2017,12,,3512,120,Pacific island and disaster assistance
2017,12,,3512,130,NSIP (Transfer Funds)
2017,12,,3635,1,Commodity procurement
2017,12,,3635,2,Administrative costs
2017,12,,3635,105,TEFAP Administrative
2017,12,,3635,110,Senior farmers' market
2017,12,,3635,115,Farmers' market nutrition program
2017,12,,3635,120,Pacific island and disaster assistance
2017,12,,3635,130,NSIP (Transfer Funds)
2017,12,,3506,1,Nutrition programs administration
2017,12,,3506,3,Congressional hunger center fellowship
2017,12,,3506,5,Dietary Guidelines Study
2017,12,,3508,1,Nutrition programs administration
2017,12,,3508,3,Congressional hunger center fellowship
2017,12,,3508,5,Dietary Guidelines Study
2017,12,,3504,1,Grants to States
2017,12,,3504,4,WIC EBT/MIS
2017,12,,3504,10,Infrastructure Grants and Technical Assistance
2017,12,,3504,20,Breastfeeding Peer Counselors and Bonuses
2017,12,,3504,30,Program Initiatives and Evaluations
2017,12,,3504,101,UPC Database (mandatory)
2017,12,,3510,1,Grants to States
2017,12,,3510,4,WIC EBT/MIS
2017,12,,3510,10,Infrastructure Grants and Technical Assistance
2017,12,,3510,20,Breastfeeding Peer Counselors and Bonuses
2017,12,,3510,30,Program Initiatives and Evaluations
2017,12,,3510,101,UPC Database (mandatory)
2017,12,,3505,1,Benefits issued
2017,12,,3505,2,State administration
2017,12,,3505,3,Employment and training program
2017,12,,3505,4,Other program costs
2017,12,,3505,5,Nutrition Assistance for Puerto Rico
2017,12,,3505,6,Food Distribution Program on Indian Reservations (Commodities in lieu of food stamps)
2017,12,,3505,7,Food Distribution Program on Indian Reservations (Cooperator administrative expense)
2017,12,,3505,8,The Emergency Food Assistance Program (commodities)
2017,12,,3505,9,American Samoa
2017,12,,3505,10,Community Food Projects
2017,12,,3505,11,Commonwealth of the Northern Mariana Islands
2017,12,,3505,12,Nutrition Education Grant Program
2017,12,,3505,13,Program access
2017,12,,3505,501,Direct Funds for Program Integrity
2017,12,,3505,801,Supplemental Nutrition Assistance Program (Reimbursable)
2017,12,,3542,1,Benefits issued
2017,12,,3542,2,State administration
2017,12,,3542,3,Employment and training program
2017,12,,3542,4,Other program costs
2017,12,,3542,5,Nutrition Assistance for Puerto Rico
2017,12,,3542,6,Food Distribution Program on Indian Reservations (Commodities in lieu of food stamps)
2017,12,,3542,7,Food Distribution Program on Indian Reservations (Cooperator administrative expense)
2017,12,,3542,8,The Emergency Food Assistance Program (commodities)
2017,12,,3542,9,American Samoa
2017,12,,3542,10,Community Food Projects
2017,12,,3542,11,Commonwealth of the Northern Mariana Islands
2017,12,,3542,12,Nutrition Education Grant Program
2017,12,,3542,13,Program access
2017,12,,3542,501,Direct Funds for Program Integrity
2017,12,,3542,801,Supplemental Nutrition Assistance Program (Reimbursable)
2017,12,,8137,1,"Expenses and refunds, inspection and grading of farm products"
2017,12,,3700,1,Salaries and expenses
2017,12,,3700,801,Salaries and Expenses (Reimbursable)
2017,12,,2274,715,Vietnam Education Fund
2017,12,,2278,2,Title II Grants
2017,12,,2278,3,Reimbursement to CCC for Bill Emerson Trust
2017,12,,2903,1,McGovern-Dole International Food for Education & Child Nutrition Program
2017,12,,1404,1,Trade Promotion
2017,12,,1404,2,Trade Policy
2017,12,,1404,3,Capacity Building\Food Security
2017,12,,1404,801,Salaries and Expenses (Reimbursable)
2017,12,,2280,1,Trade Promotion
2017,12,,2280,2,Trade Policy
2017,12,,2280,3,Capacity Building\Food Security
2017,12,,2280,801,Salaries and Expenses (Reimbursable)
2017,12,,2900,1,Trade Promotion
2017,12,,2900,2,Trade Policy
2017,12,,2900,3,Capacity Building\Food Security
2017,12,,2900,801,Salaries and Expenses (Reimbursable)
2017,12,,3200,1,Trade Promotion
2017,12,,3200,2,Trade Policy
2017,12,,3200,3,Capacity Building\Food Security
2017,12,,3200,801,Salaries and Expenses (Reimbursable)
2017,12,,8232,1,Trade Promotion
2017,12,,8232,2,Trade Policy
2017,12,,8232,3,Capacity Building\Food Security
2017,12,,8232,801,Salaries and Expenses (Reimbursable)
2017,12,,1102,1,Capital improvement and maintenance
2017,12,,1102,801,Capital Improvement and Maintenance (Reimbursable)
2017,12,,1103,1,Capital improvement and maintenance
2017,12,,1103,801,Capital Improvement and Maintenance (Reimbursable)
2017,12,,1129,1,Capital improvement and maintenance
2017,12,,1129,801,Capital Improvement and Maintenance (Reimbursable)
2017,12,,8029,1,Capital improvement and maintenance
2017,12,,8029,801,Capital Improvement and Maintenance (Reimbursable)
2017,12,,1104,6,Forest and rangeland research
2017,12,,1104,801,Forest and Rangeland Research (Reimbursable)
2017,12,,8034,6,Forest and rangeland research
2017,12,,8034,801,Forest and Rangeland Research (Reimbursable)
2017,12,,1110,1,Brush disposal (5206)
2017,12,,1110,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,1110,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,1110,4,Timber Roads - Purchaser Election program (5202)
2017,12,,1110,5,Timber Salvage Sale program (5204)
2017,12,,1110,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,1110,9,Operation and maintenance of quarters (5219)
2017,12,,1110,10,Land between the lakes management fund (5360)
2017,12,,1110,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,1110,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,1110,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,1110,15,Payments to Minnesota (5213)
2017,12,,1110,16,Payments to Counties - National Grasslands (5896)
2017,12,,1110,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,1117,1,Brush disposal (5206)
2017,12,,1117,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,1117,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,1117,4,Timber Roads - Purchaser Election program (5202)
2017,12,,1117,5,Timber Salvage Sale program (5204)
2017,12,,1117,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,1117,9,Operation and maintenance of quarters (5219)
2017,12,,1117,10,Land between the lakes management fund (5360)
2017,12,,1117,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,1117,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,1117,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,1117,15,Payments to Minnesota (5213)
2017,12,,1117,16,Payments to Counties - National Grasslands (5896)
2017,12,,1117,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5010,1,Brush disposal (5206)
2017,12,,5010,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5010,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5010,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5010,5,Timber Salvage Sale program (5204)
2017,12,,5010,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5010,9,Operation and maintenance of quarters (5219)
2017,12,,5010,10,Land between the lakes management fund (5360)
2017,12,,5010,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5010,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5010,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5010,15,Payments to Minnesota (5213)
2017,12,,5010,16,Payments to Counties - National Grasslands (5896)
2017,12,,5010,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5201,1,Brush disposal (5206)
2017,12,,5201,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5201,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5201,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5201,5,Timber Salvage Sale program (5204)
2017,12,,5201,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5201,9,Operation and maintenance of quarters (5219)
2017,12,,5201,10,Land between the lakes management fund (5360)
2017,12,,5201,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5201,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5201,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5201,15,Payments to Minnesota (5213)
2017,12,,5201,16,Payments to Counties - National Grasslands (5896)
2017,12,,5201,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5202,1,Brush disposal (5206)
2017,12,,5202,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5202,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5202,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5202,5,Timber Salvage Sale program (5204)
2017,12,,5202,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5202,9,Operation and maintenance of quarters (5219)
2017,12,,5202,10,Land between the lakes management fund (5360)
2017,12,,5202,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5202,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5202,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5202,15,Payments to Minnesota (5213)
2017,12,,5202,16,Payments to Counties - National Grasslands (5896)
2017,12,,5202,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5203,1,Brush disposal (5206)
2017,12,,5203,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5203,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5203,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5203,5,Timber Salvage Sale program (5204)
2017,12,,5203,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5203,9,Operation and maintenance of quarters (5219)
2017,12,,5203,10,Land between the lakes management fund (5360)
2017,12,,5203,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5203,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5203,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5203,15,Payments to Minnesota (5213)
2017,12,,5203,16,Payments to Counties - National Grasslands (5896)
2017,12,,5203,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5204,1,Brush disposal (5206)
2017,12,,5204,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5204,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5204,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5204,5,Timber Salvage Sale program (5204)
2017,12,,5204,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5204,9,Operation and maintenance of quarters (5219)
2017,12,,5204,10,Land between the lakes management fund (5360)
2017,12,,5204,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5204,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5204,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5204,15,Payments to Minnesota (5213)
2017,12,,5204,16,Payments to Counties - National Grasslands (5896)
2017,12,,5204,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5206,1,Brush disposal (5206)
2017,12,,5206,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5206,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5206,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5206,5,Timber Salvage Sale program (5204)
2017,12,,5206,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5206,9,Operation and maintenance of quarters (5219)
2017,12,,5206,10,Land between the lakes management fund (5360)
2017,12,,5206,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5206,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5206,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5206,15,Payments to Minnesota (5213)
2017,12,,5206,16,Payments to Counties - National Grasslands (5896)
2017,12,,5206,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5213,1,Brush disposal (5206)
2017,12,,5213,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5213,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5213,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5213,5,Timber Salvage Sale program (5204)
2017,12,,5213,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5213,9,Operation and maintenance of quarters (5219)
2017,12,,5213,10,Land between the lakes management fund (5360)
2017,12,,5213,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5213,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5213,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5213,15,Payments to Minnesota (5213)
2017,12,,5213,16,Payments to Counties - National Grasslands (5896)
2017,12,,5213,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5214,1,Brush disposal (5206)
2017,12,,5214,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5214,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5214,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5214,5,Timber Salvage Sale program (5204)
2017,12,,5214,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5214,9,Operation and maintenance of quarters (5219)
2017,12,,5214,10,Land between the lakes management fund (5360)
2017,12,,5214,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5214,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5214,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5214,15,Payments to Minnesota (5213)
2017,12,,5214,16,Payments to Counties - National Grasslands (5896)
2017,12,,5214,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5215,1,Brush disposal (5206)
2017,12,,5215,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5215,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5215,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5215,5,Timber Salvage Sale program (5204)
2017,12,,5215,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5215,9,Operation and maintenance of quarters (5219)
2017,12,,5215,10,Land between the lakes management fund (5360)
2017,12,,5215,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5215,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5215,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5215,15,Payments to Minnesota (5213)
2017,12,,5215,16,Payments to Counties - National Grasslands (5896)
2017,12,,5215,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5217,1,Brush disposal (5206)
2017,12,,5217,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5217,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5217,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5217,5,Timber Salvage Sale program (5204)
2017,12,,5217,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5217,9,Operation and maintenance of quarters (5219)
2017,12,,5217,10,Land between the lakes management fund (5360)
2017,12,,5217,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5217,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5217,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5217,15,Payments to Minnesota (5213)
2017,12,,5217,16,Payments to Counties - National Grasslands (5896)
2017,12,,5217,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5219,1,Brush disposal (5206)
2017,12,,5219,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5219,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5219,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5219,5,Timber Salvage Sale program (5204)
2017,12,,5219,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5219,9,Operation and maintenance of quarters (5219)
2017,12,,5219,10,Land between the lakes management fund (5360)
2017,12,,5219,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5219,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5219,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5219,15,Payments to Minnesota (5213)
2017,12,,5219,16,Payments to Counties - National Grasslands (5896)
2017,12,,5219,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5220,1,Brush disposal (5206)
2017,12,,5220,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5220,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5220,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5220,5,Timber Salvage Sale program (5204)
2017,12,,5220,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5220,9,Operation and maintenance of quarters (5219)
2017,12,,5220,10,Land between the lakes management fund (5360)
2017,12,,5220,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5220,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5220,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5220,15,Payments to Minnesota (5213)
2017,12,,5220,16,Payments to Counties - National Grasslands (5896)
2017,12,,5220,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5223,1,Brush disposal (5206)
2017,12,,5223,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5223,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5223,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5223,5,Timber Salvage Sale program (5204)
2017,12,,5223,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5223,9,Operation and maintenance of quarters (5219)
2017,12,,5223,10,Land between the lakes management fund (5360)
2017,12,,5223,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5223,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5223,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5223,15,Payments to Minnesota (5213)
2017,12,,5223,16,Payments to Counties - National Grasslands (5896)
2017,12,,5223,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5264,1,Brush disposal (5206)
2017,12,,5264,2,Restoration of Forest Lands and Improvements (5215)
2017,12,,5264,3,Recreation fee demonstration / enhancement programs (5268)
2017,12,,5264,4,Timber Roads - Purchaser Election program (5202)
2017,12,,5264,5,Timber Salvage Sale program (5204)
2017,12,,5264,6,Timber Pipeline Restoration fund (includes forest botanical products) (5264)
2017,12,,5264,9,Operation and maintenance of quarters (5219)
2017,12,,5264,10,Land between the lakes management fund (5360)
2017,12,,5264,12,"Administration of rights-of-way and other land uses (5361 - URRF, URMN)"
2017,12,,5264,13,Secure Rural Schools - National Forest Fund (5201)
2017,12,,5264,14,Secure Rural Schools - transfers from Treasury (1117)
2017,12,,5264,15,Payments to Minnesota (5213)
2017,12,,5264,16,Payments to Counties - National Grasslands (5896)
2017,12,,5264,801,Admin rights of way - Reimbursable program (5361 - URMJ)
2017,12,,5268,1,Brush disposal (5206)
