CGAC AGENCY CODE,FPDS DEPARTMENT ID,FREC,AGENCY NAME,AGENCY ABBREVIATION,REGISTERED IN BROKER,REGISTERED IN ASP,ORIGINAL SOURCE FOR CGAC or SubTier,SUBTIER CODE,SUBTIER NAME,SUBTIER ABBREVIATION,FREC DESCRIPTION,REGISTERED IN ASP,AGENCY NAME (ORIGINAL),SUBTIER NAME (ORIGINAL),MISSION,WEBSITE,ICON FILENAME,COMMENT
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
068,,6800,Environmental Protection Agency,EPA,YES,YES,NIST (2008),68SM,Science Advisory Board,,Environmental Protection Agency,,,,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
069,6900,6900,Department of Transportation,DOT,YES,YES,OMB File,69NA,North Atlantic Ice Patrol,,Department of Transportation,,"TRANSPORTATION, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
070,7000,7000,Department of Homeland Security,DHS,YES,YES,OMB File,7051,Immediate Office of the Under Secretary for Management,,Department of Homeland Security,,"HOMELAND SECURITY, DEPARTMENT OF",,,,,
071,7100,7100,Overseas Private Investment Corporation,OPIC,YES,YES,OMB File,7100,Overseas Private Investment Corporation,OPIC,Overseas Private Investment Corporation,YES,,,,,,
072,7200,7200,Agency for International Development,USAID,YES,YES,OMB File,7200,Agency for International Development,USAID,Agency for International Development,YES,,,,,,
072,7200,7200,Agency for International Development,USAID,YES,YES,OMB File,7200,Agency for International Development,USAID,Agency for International Development,YES,,,,,,
073,7300,7300,Small Business Administration,SBA,YES,YES,OMB File,7300,Small Business Administration,SBA,Small Business Administration,YES,,,,,,
073,7300,7300,Small Business Administration,SBA,YES,YES,OMB File,7300,Small Business Administration,SBA,Small Business Administration,YES,,,,,,
074,7400,7400,American Battle Monuments Commission,ABMC,YES,NO,OMB File,7400,American Battle Monuments Commission,ABMC,American Battle Monuments Commission,,,,,,,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
075,7500,7500,Department of Health and Human Services,HHS,YES,YES,OMB File,7593,Gorgas Memorial Institute of Tropical and Preventative Medicine,GMI,Department of Health and Human Services,,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE,"HUD's mission is to create strong, sustainable, inclusive communities and quality affordable homes for all. HUD is working to strengthen the housing market to bolster the economy and protect consumers; meet the need for quality affordable rental homes; utilize housing as a platform for improving quality of life; build inclusive and sustainable communities free from discrimination, and transform the way HUD does business.",https://www.hud.gov/,DHUD.jpg,
