Master Broker List (Ross's List),,,,,,Matched Information Present in Broker Generated Agency Name and Code List,,
CGAC.AGENCY.CODE,SUBTIER.CODE,AGENCY.NAME,ORIGINAL.SOURCE.FOR.CGAC.or.SubTier,SUBTIER.NAME,listsource.x,awarding_agency_name,awarding_sub_tier_agency_n,listsource.y
70,7012,Department of Homeland Security,OMB File,U.S. Immigration and Customs Enforcement,CompiledList,Department of Homeland Security (DHS),U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT,BrokerGenerated
70,7013,Department of Homeland Security,OMB File,Transportation Security Administration,CompiledList,Department of Homeland Security,7013: TRANSPORTATION SECURITY ADMINISTRATION,BrokerGenerated
70,7013,Department of Homeland Security,OMB File,Transportation Security Administration,CompiledList,Department of Homeland Security (DHS),TRANSPORTATION SECURITY ADMINISTRATION,BrokerGenerated
70,7013,Department of Homeland Security,OMB File,Transportation Security Administration,CompiledList,Department of Homeland Security,TRANSPORTATION SECURITY ADMINISTRATION,BrokerGenerated
70,7014,Department of Homeland Security,OMB File,U.S. Customs and Border Protection,CompiledList,Department of Homeland Security,7014: U.S. CUSTOMS AND BORDER PROTECTION,BrokerGenerated
70,7014,Department of Homeland Security,OMB File,U.S. Customs and Border Protection,CompiledList,Department of Homeland Security (DHS),U.S. CUSTOMS AND BORDER PROTECTION,BrokerGenerated
70,7014,Department of Homeland Security,OMB File,U.S. Customs and Border Protection,CompiledList,Department of Homeland Security,U.S. CUSTOMS AND BORDER PROTECTION,BrokerGenerated
70,7015,Department of Homeland Security,OMB File,Federal Law Enforcement Training Center,CompiledList,Department of Homeland Security,7015: FEDERAL LAW ENFORCEMENT TRAINING CENTER,BrokerGenerated
70,7015,Department of Homeland Security,OMB File,Federal Law Enforcement Training Center,CompiledList,Department of Homeland Security,FEDERAL LAW ENFORCEMENT TRAINING CENTER,BrokerGenerated
70,7015,Department of Homeland Security,OMB File,Federal Law Enforcement Training Center,CompiledList,Department of Homeland Security (DHS),FEDERAL LAW ENFORCEMENT TRAINING CENTER,BrokerGenerated
70,7020,Department of Homeland Security,OMB File,Office of the Under Secretary for Emergency Preparedness and Response,CompiledList,NA,NA,NA
70,7021,Department of Homeland Security,OMB File,Immediate Office of the Under Secretary for Emergency Preparedness and Response,CompiledList,NA,NA,NA
70,7022,Department of Homeland Security,OMB File,Federal Emergency Management Agency,CompiledList,Department of Homeland Security,7022: FEDERAL EMERGENCY MANAGEMENT AGENCY,BrokerGenerated
70,7022,Department of Homeland Security,OMB File,Federal Emergency Management Agency,CompiledList,DEPARTMENT OF HOMELAND SECURITY,Federal Emergency Management Agency,BrokerGenerated
70,7022,Department of Homeland Security,OMB File,Federal Emergency Management Agency,CompiledList,"HOMELAND SECURITY, DEPARTMENT OF (7000)",Federal Emergency Management Agency,BrokerGenerated
70,7022,Department of Homeland Security,OMB File,Federal Emergency Management Agency,CompiledList,Department of Homeland Security (DHS),Federal Emergency Management Agency,BrokerGenerated
70,7030,Department of Homeland Security,OMB File,Office of the Under Secretary for Information Analysis and Infrastructure Protection,CompiledList,NA,NA,NA
70,7031,Department of Homeland Security,OMB File,Immediate Office of the Under Secretary for Information Analysis and Infrastructure Protection,CompiledList,NA,NA,NA
70,7032,Department of Homeland Security,OMB File,Office of Intelligence and Analysis,CompiledList,Department of Homeland Security (DHS),OFFICE OF INTELLIGENCE AND ANALYSIS,BrokerGenerated
70,7032,Department of Homeland Security,OMB File,Office of Intelligence and Analysis,CompiledList,Department of Homeland Security,7032: OFFICE OF INTELLIGENCE AND ANALYSIS,BrokerGenerated
70,7032,Department of Homeland Security,OMB File,Office of Intelligence and Analysis,CompiledList,Department of Homeland Security,7032: OFFICE OF INFORMATION ANALYSIS,BrokerGenerated
70,7033,Department of Homeland Security,OMB File,Office for Infrastructure Protection,CompiledList,NA,NA,NA
70,7040,Department of Homeland Security,OMB File,Office of the Under Secretary for Science and Technology,CompiledList,Department of Homeland Security,7040: SCIENCE AND TECHNOLOGY,BrokerGenerated
70,7040,Department of Homeland Security,OMB File,Office of the Under Secretary for Science and Technology,CompiledList,Department of Homeland Security (DHS),SCIENCE AND TECHNOLOGY,BrokerGenerated
70,7041,Department of Homeland Security,OMB File,Immediate Office of the Under Secretary for Science and Technology,CompiledList,Department of Homeland Security (DHS),IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY,BrokerGenerated
70,7050,Department of Homeland Security,OMB File,Office of the Under Secretary for Management,CompiledList,Department of Homeland Security,7050: OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,BrokerGenerated
70,7050,Department of Homeland Security,OMB File,Office of the Under Secretary for Management,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT,BrokerGenerated
70,7051,Department of Homeland Security,OMB File,Immediate Office of the Under Secretary for Management,CompiledList,Department of Homeland Security (DHS),Immediate Office of the Under Secretary for Management,BrokerGenerated
70,7051,Department of Homeland Security,OMB File,Immediate Office of the Under Secretary for Management,CompiledList,"HOMELAND SECURITY, DEPARTMENT OF (7000)",Office of the Under Secretary for Management,BrokerGenerated
70,7051,Department of Homeland Security,OMB File,Immediate Office of the Under Secretary for Management,CompiledList,DEPARTMENT OF HOMELAND SECURITY,Office of the Under Secretary for Management,BrokerGenerated
70,7052,Department of Homeland Security,Historical USAspending data,National Protection and Programs Directorate,CompiledList,Department of Homeland Security (DHS),NATIONAL PROTECTION AND PROGRAMS DIRECTORATE,BrokerGenerated
70,7053,Department of Homeland Security,Historical USAspending data,Domestic Nuclear Detection Office,CompiledList,Department of Homeland Security (DHS),DOMESTIC NUCLEAR DETECTION OFFICE,BrokerGenerated
70,7054,Department of Homeland Security,Historical USAspending data,Office of Health Affairs,CompiledList,Department of Homeland Security (DHS),OFFICE OF HEALTH AFFAIRS,BrokerGenerated
70,7055,Department of Homeland Security,Historical USAspending data,Office of the Chief Procurement Officer,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE CHIEF PROCUREMENT OFFICER,BrokerGenerated
70,7056,Department of Homeland Security,Historical USAspending data,Office of the Chief Financial Officer,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE CHIEF FINANCIAL OFFICER,BrokerGenerated
70,7057,Department of Homeland Security,Historical USAspending data,Office of the Chief Readiness Support Officer,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE CHIEF READINESS SUPPORT OFFICER,BrokerGenerated
70,7058,Department of Homeland Security,Historical USAspending data,Office of the Chief Information Officer,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE CHIEF INFORMATION OFFICER,BrokerGenerated
70,7059,Department of Homeland Security,Historical USAspending data,Office of the Chief Human Capital Officer,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER,BrokerGenerated
70,7060,Department of Homeland Security,Historical USAspending data,Office of the Chief Security Officer,CompiledList,Department of Homeland Security (DHS),OFFICE OF THE CHIEF SECURITY OFFICER,BrokerGenerated
71,7100,Overseas Private Investment Corporation,OMB File,Overseas Private Investment Corporation,CompiledList,Overseas Private Investment Corporation,7100: OVERSEAS PRIVATE INVESTMENT CORPORATION,BrokerGenerated
72,1152,Agency for International Development,Historical USAspending data,Agency for International Development,CompiledList,NA,NA,NA
72,7200,Agency for International Development,OMB File,Agency for International Development,CompiledList,U.S. Agency for International Development,7200: AGENCY FOR INTERNATIONAL DEVELOPMENT,BrokerGenerated
72,7200,Agency for International Development,OMB File,Agency for International Development,CompiledList,Agency for International Development (USAID),Agency for International Development,BrokerGenerated
72,7200,Agency for International Development,OMB File,Agency for International Development,CompiledList,U.S. Agency for International Development,U.S. Agency for International Development,BrokerGenerated
72,7200,Agency for International Development,OMB File,Agency for International Development,CompiledList,U.S. Agency for International Development,AGENCY FOR INTERNATIONAL DEVELOPMENT,BrokerGenerated
73,7300,Small Business Administration,OMB File,Small Business Administration,CompiledList,Small Business Administration,Small Business Administration,BrokerGenerated
73,7300,Small Business Administration,OMB File,Small Business Administration,CompiledList,Small Business Administration,7300: SMALL BUSINESS ADMINISTRATION,BrokerGenerated
73,7300,Small Business Administration,OMB File,Small Business Administration,CompiledList,SMALL BUSINESS ADMINISTRATION (7300),Small Business Administration,BrokerGenerated
73,7300,Small Business Administration,OMB File,Small Business Administration,CompiledList,Small Business Administration (SBA),Small Business Administration,BrokerGenerated
73,7360,Small Business Administration,NIST (2008),National Women's Business Council,CompiledList,NA,NA,NA
74,7400,American Battle Monuments Commission,OMB File,American Battle Monuments Commission,CompiledList,American Battle Monuments Commission (ABMC),AMERICAN BATTLE MONUMENTS COMMISSION,BrokerGenerated
74,7400,American Battle Monuments Commission,OMB File,American Battle Monuments Commission,CompiledList,American Battle Monuments Commission,7400: AMERICAN BATTLE MONUMENTS COMMISSION,BrokerGenerated
75,7500,Department of Health and Human Services,OMB File,Department of Health and Human Services,CompiledList,Department of Health and Human Services,"7500: HEALTH AND HUMAN SERVICES, DEPARTMENT OF",BrokerGenerated
75,7501,Department of Health and Human Services,OMB File,Immediate Office of the Secretary,CompiledList,Department of Health and Human Services (HHS),IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7501,Department of Health and Human Services,OMB File,Immediate Office of the Secretary,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Immediate Office of the Secretary of Health and Human Services,BrokerGenerated
75,7501,Department of Health and Human Services,OMB File,Immediate Office of the Secretary,CompiledList,Department of Health and Human Services,IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7501,Department of Health and Human Services,OMB File,Immediate Office of the Secretary,CompiledList,NA,NA,BrokerGenerated
75,7501,Department of Health and Human Services,OMB File,Immediate Office of the Secretary,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7501,Department of Health and Human Services,OMB File,Immediate Office of the Secretary,CompiledList,Department of Health and Human Services,7501: IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7502,Department of Health and Human Services,OMB File,Office of the Under Secretary,CompiledList,Department of Health and Human Services,7502: OFFICE OF THE UNDER SECRETARY OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7503,Department of Health and Human Services,OMB File,Office of the General Counsel,CompiledList,Department of Health and Human Services (HHS),OFFICE OF THE GENERAL COUNSEL,BrokerGenerated
75,7503,Department of Health and Human Services,OMB File,Office of the General Counsel,CompiledList,Department of Health and Human Services,7503: OFFICE OF THE GENERAL COUNSEL,BrokerGenerated
75,7503,Department of Health and Human Services,OMB File,Office of the General Counsel,CompiledList,Department of Health and Human Services,Office of the General Counsel,BrokerGenerated
75,7504,Department of Health and Human Services,OMB File,Office of the Inspector General,CompiledList,Department of Health and Human Services,7504: OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
75,7504,Department of Health and Human Services,OMB File,Office of the Inspector General,CompiledList,Department of Health and Human Services (HHS),OFFICE OF THE INSPECTOR GENERAL,BrokerGenerated
75,7505,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Preparedness and Response,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Office of Assistant Secretary for Administration and Management,BrokerGenerated
75,7505,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Preparedness and Response,CompiledList,Department of Health and Human Services (HHS),Office of Assistant Secretary for Preparedness and Response,BrokerGenerated
75,7505,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Preparedness and Response,CompiledList,Department of Health and Human Services,7505: OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,BrokerGenerated
75,7505,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Preparedness and Response,CompiledList,Department of Health and Human Services,7505: OFFICE OF ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT,BrokerGenerated
75,7505,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Preparedness and Response,CompiledList,Department of Health and Human Services,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE,BrokerGenerated
75,7506,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Planning and Evaluation,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Office of Assistant Secretary for Planning and Evaluation,BrokerGenerated
75,7506,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Planning and Evaluation,CompiledList,Department of Health and Human Services (HHS),Office of Assistant Secretary for Planning and Evaluation,BrokerGenerated
75,7506,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Planning and Evaluation,CompiledList,Department of Health and Human Services,7506: OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION,BrokerGenerated
75,7507,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Legislation,CompiledList,NA,NA,NA
75,7508,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Public Affairs,CompiledList,Department of Health and Human Services,7508: OFFICE OF ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,BrokerGenerated
75,7508,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Public Affairs,CompiledList,Department of Health and Human Services (HHS),OFFICE OF ASSISTANT SECRETARY FOR PUBLIC AFFAIRS,BrokerGenerated
75,7509,Department of Health and Human Services,OMB File,Office of Intergovernmental and External Affairs,CompiledList,Department of Health and Human Services,7509: OFFICE OF INTERGOVERNMENTAL AND EXTERNAL AFFAIRS,BrokerGenerated
75,7509,Department of Health and Human Services,OMB File,Office of Intergovernmental and External Affairs,CompiledList,Department of Health and Human Services (HHS),OFFICE OF INTERGOVERNMENTAL AND EXTERNAL AFFAIRS,BrokerGenerated
75,750S,Department of Health and Human Services,OMB File,Office of the Secretary,CompiledList,Department of Health and Human Services,750S: OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7510,Department of Health and Human Services,OMB File,U.S. Office of Consumer Affairs,CompiledList,NA,NA,NA
75,7511,Department of Health and Human Services,OMB File,Office for Civil Rights,CompiledList,Department of Health and Human Services (HHS),OFFICE FOR CIVIL RIGHTS,BrokerGenerated
75,7511,Department of Health and Human Services,OMB File,Office for Civil Rights,CompiledList,Department of Health and Human Services,7511: OFFICE FOR CIVIL RIGHTS,BrokerGenerated
75,7512,Department of Health and Human Services,NIST (2008),Office of Assistant Secretary for Public Response ,CompiledList,NA,NA,NA
75,7515,Department of Health and Human Services,OMB File,Office of Public Health and Science,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Office of Public Health and Science,BrokerGenerated
75,7516,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Personnel,CompiledList,NA,NA,NA
75,7520,Department of Health and Human Services,OMB File,Public Health Service,CompiledList,Department of Health and Human Services,7520: PUBLIC HEALTH SERVICE,BrokerGenerated
75,7521,Department of Health and Human Services,OMB File,Office of Assistant Secretary for Health,CompiledList,Department of Health and Human Services (HHS),Office of Assistant Secretary for Health,BrokerGenerated
75,7522,Department of Health and Human Services,OMB File,Substance Abuse and Mental Health Services Administration,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7522,Department of Health and Human Services,OMB File,Substance Abuse and Mental Health Services Administration,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Substance Abuse and Mental Health Services Administration,BrokerGenerated
75,7522,Department of Health and Human Services,OMB File,Substance Abuse and Mental Health Services Administration,CompiledList,Department of Health and Human Services,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,BrokerGenerated
75,7522,Department of Health and Human Services,OMB File,Substance Abuse and Mental Health Services Administration,CompiledList,Department of Health and Human Services,7522: SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,BrokerGenerated
75,7522,Department of Health and Human Services,OMB File,Substance Abuse and Mental Health Services Administration,CompiledList,Department of Health and Human Services (HHS),Substance Abuse and Mental Health Services Administration,BrokerGenerated
75,7522,Department of Health and Human Services,OMB File,Substance Abuse and Mental Health Services Administration,CompiledList,NA,NA,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,Department of Health and Human Services,CENTERS FOR DISEASE CONTROL,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,Department of Health and Human Services,7523: CENTERS FOR DISEASE CONTROL AND PREVENTION,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,Department of Health and Human Services,CENTERS FOR DISEASE CONTROL AND PREVENTION,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Centers for Disease Control and Prevention,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,NA,NA,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,Department of Health and Human Services (HHS),Centers for Disease Control and Prevention,BrokerGenerated
75,7523,Department of Health and Human Services,OMB File,Centers for Disease Control and Prevention,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7524,Department of Health and Human Services,OMB File,Food and Drug Administration,CompiledList,Department of Health and Human Services (HHS),Food and Drug Administration,BrokerGenerated
75,7524,Department of Health and Human Services,OMB File,Food and Drug Administration,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Food and Drug Administration,BrokerGenerated
75,7524,Department of Health and Human Services,OMB File,Food and Drug Administration,CompiledList,NA,NA,BrokerGenerated
75,7524,Department of Health and Human Services,OMB File,Food and Drug Administration,CompiledList,Department of Health and Human Services,7524: FOOD AND DRUG ADMINISTRATION,BrokerGenerated
75,7524,Department of Health and Human Services,OMB File,Food and Drug Administration,CompiledList,Department of Health and Human Services,FOOD AND DRUG ADMINISTRATION,BrokerGenerated
75,7524,Department of Health and Human Services,OMB File,Food and Drug Administration,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7525,Department of Health and Human Services,OMB File,Agency for Toxic Substances and Disease Registry,CompiledList,NA,NA,NA
75,7526,Department of Health and Human Services,OMB File,Health Resources and Services Administration,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Health Resources and Services Administration,BrokerGenerated
75,7526,Department of Health and Human Services,OMB File,Health Resources and Services Administration,CompiledList,Department of Health and Human Services,7526: HEALTH RESOURCES AND SERVICES ADMINISTRATION,BrokerGenerated
75,7526,Department of Health and Human Services,OMB File,Health Resources and Services Administration,CompiledList,NA,NA,BrokerGenerated
75,7526,Department of Health and Human Services,OMB File,Health Resources and Services Administration,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7526,Department of Health and Human Services,OMB File,Health Resources and Services Administration,CompiledList,Department of Health and Human Services (HHS),Health Resources and Services Administration,BrokerGenerated
75,7526,Department of Health and Human Services,OMB File,Health Resources and Services Administration,CompiledList,Department of Health and Human Services,HEALTH RESOURCES AND SERVICES ADMINISTRATION,BrokerGenerated
75,7527,Department of Health and Human Services,OMB File,Indian Health Service,CompiledList,Department of Health and Human Services,7527: INDIAN HEALTH SERVICE,BrokerGenerated
75,7527,Department of Health and Human Services,OMB File,Indian Health Service,CompiledList,Department of Health and Human Services (HHS),Indian Health Service,BrokerGenerated
75,7527,Department of Health and Human Services,OMB File,Indian Health Service,CompiledList,Department of Health and Human Services,INDIAN HEALTH SERVICE,BrokerGenerated
75,7527,Department of Health and Human Services,OMB File,Indian Health Service,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Indian Health Service,BrokerGenerated
75,7527,Department of Health and Human Services,OMB File,Indian Health Service,CompiledList,NA,NA,BrokerGenerated
75,7527,Department of Health and Human Services,OMB File,Indian Health Service,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7528,Department of Health and Human Services,OMB File,Agency for Healthcare Research and Quality,CompiledList,NA,NA,BrokerGenerated
75,7528,Department of Health and Human Services,OMB File,Agency for Healthcare Research and Quality,CompiledList,Department of Health and Human Services (HHS),Agency for Healthcare Research and Quality,BrokerGenerated
75,7528,Department of Health and Human Services,OMB File,Agency for Healthcare Research and Quality,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Agency for Healthcare Research and Quality,BrokerGenerated
75,7528,Department of Health and Human Services,OMB File,Agency for Healthcare Research and Quality,CompiledList,Department of Health and Human Services,7528: AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,BrokerGenerated
75,7528,Department of Health and Human Services,OMB File,Agency for Healthcare Research and Quality,CompiledList,Department of Health and Human Services,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,BrokerGenerated
75,7528,Department of Health and Human Services,OMB File,Agency for Healthcare Research and Quality,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7529,Department of Health and Human Services,OMB File,National Institutes of Health,CompiledList,Department of Health and Human Services (HHS),National Institutes of Health,BrokerGenerated
75,7529,Department of Health and Human Services,OMB File,National Institutes of Health,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",National Institutes of Health,BrokerGenerated
75,7529,Department of Health and Human Services,OMB File,National Institutes of Health,CompiledList,Department of Health and Human Services,7529: NATIONAL INSTITUTES OF HEALTH,BrokerGenerated
75,7529,Department of Health and Human Services,OMB File,National Institutes of Health,CompiledList,Department of Health and Human Services,NATIONAL INSTITUTES OF HEALTH,BrokerGenerated
75,7529,Department of Health and Human Services,OMB File,National Institutes of Health,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7529,Department of Health and Human Services,OMB File,National Institutes of Health,CompiledList,NA,NA,BrokerGenerated
75,7530,Department of Health and Human Services,OMB File,Centers for Medicare and Medicaid Services,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Centers for Medicare & Medicaid Services,BrokerGenerated
75,7530,Department of Health and Human Services,OMB File,Centers for Medicare and Medicaid Services,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7530,Department of Health and Human Services,OMB File,Centers for Medicare and Medicaid Services,CompiledList,Department of Health and Human Services (HHS),Centers for Medicare and Medicaid Services,BrokerGenerated
75,7530,Department of Health and Human Services,OMB File,Centers for Medicare and Medicaid Services,CompiledList,NA,NA,BrokerGenerated
75,7530,Department of Health and Human Services,OMB File,Centers for Medicare and Medicaid Services,CompiledList,Department of Health and Human Services,7530: CENTERS FOR MEDICARE AND MEDICAID SERVICES,BrokerGenerated
75,7530,Department of Health and Human Services,OMB File,Centers for Medicare and Medicaid Services,CompiledList,Department of Health and Human Services,CENTERS FOR MEDICARE AND MEDICAID SERVICES,BrokerGenerated
75,7537,Department of Health and Human Services,OMB File,Family Support Administration,CompiledList,NA,NA,NA
75,7540,Department of Health and Human Services,OMB File,Office of Human Development Services,CompiledList,NA,NA,NA
75,7545,Department of Health and Human Services,OMB File,Administration on Aging,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Administration on Aging,BrokerGenerated
75,7545,Department of Health and Human Services,OMB File,Administration on Aging,CompiledList,Department of Health and Human Services,ADMINISTRATION ON AGING,BrokerGenerated
75,7545,Department of Health and Human Services,OMB File,Administration on Aging,CompiledList,NA,NA,BrokerGenerated
75,7545,Department of Health and Human Services,OMB File,Administration on Aging,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7545,Department of Health and Human Services,OMB File,Administration on Aging,CompiledList,Department of Health and Human Services (HHS),Administration on Aging,BrokerGenerated
75,7550,Department of Health and Human Services,Historical USAspending data,Social Security Administration,CompiledList,NA,NA,NA
75,7555,Department of Health and Human Services,OMB File,Program Support Center,CompiledList,Department of Health and Human Services,7555: PROGRAM SUPPORT CENTER,BrokerGenerated
75,7555,Department of Health and Human Services,OMB File,Program Support Center,CompiledList,Department of Health and Human Services,7555: OFFICE OF ASST SECRETARY FOR HEALTH EXCEPT NATIONAL CENTERS,BrokerGenerated
75,7558,Department of Health and Human Services,OMB File,National Center for Health Services Research and Health Care Technology Assessment,CompiledList,NA,NA,NA
75,7559,Department of Health and Human Services,OMB File,National Center for Health Statistics,CompiledList,NA,NA,NA
75,7565,Department of Health and Human Services,OMB File,Program Support Center,CompiledList,NA,NA,NA
75,7570,Department of Health and Human Services,OMB File,Office of the Assistant Secretary for Administration,CompiledList,Department of Health and Human Services (HHS),OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),BrokerGenerated
75,7570,Department of Health and Human Services,OMB File,Office of the Assistant Secretary for Administration,CompiledList,Department of Health and Human Services,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),BrokerGenerated
75,7571,Department of Health and Human Services,OMB File,Office of the Assistant Secretary for Financial Resources,CompiledList,Department of Health and Human Services (HHS),OFFICE OF THE ASSISTANT SECRETARY FOR FINANCIAL RESOURCES (ASFR),BrokerGenerated
75,7572,Department of Health and Human Services,OMB File,Center for Faith-Based and Neighborhood Partnerships,CompiledList,NA,NA,NA
75,7573,Department of Health and Human Services,OMB File,Departmental Appeals Board,CompiledList,NA,NA,NA
75,7574,Department of Health and Human Services,OMB File,Office of Global Affairs,CompiledList,NA,NA,NA
75,7575,Department of Health and Human Services,OMB File,Office of Medicare Hearings and Appeals,CompiledList,Department of Health and Human Services (HHS),OFFICE OF MEDICARE HEARINGS AND APPEALS (OMHA),BrokerGenerated
75,7576,Department of Health and Human Services,OMB File,Office of the National Coordinator for Health Information Technology,CompiledList,Department of Health and Human Services (HHS),Office of the National Coordinator for Health Information Technology,BrokerGenerated
75,7576,Department of Health and Human Services,OMB File,Office of the National Coordinator for Health Information Technology,CompiledList,Department of Health and Human Services (HHS),Office of the National Coordinator for Health Information Technology (ONC),BrokerGenerated
75,7577,Department of Health and Human Services,OMB File,Administration for Community Living,CompiledList,NA,NA,NA
75,7590,Department of Health and Human Services,OMB File,Administration for Children and Families,CompiledList,Department of Health and Human Services (HHS),Administration for Children and Families,BrokerGenerated
75,7590,Department of Health and Human Services,OMB File,Administration for Children and Families,CompiledList,Department of Health and Human Services,7590: ADMINISTRATION FOR CHILDREN AND FAMILIES,BrokerGenerated
75,7590,Department of Health and Human Services,OMB File,Administration for Children and Families,CompiledList,Department of Health and Human Services,DEPARTMENT OF HEALTH AND HUMAN SERVICES,BrokerGenerated
75,7590,Department of Health and Human Services,OMB File,Administration for Children and Families,CompiledList,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF (7500)",Administration for Children and Families,BrokerGenerated
75,7590,Department of Health and Human Services,OMB File,Administration for Children and Families,CompiledList,Department of Health and Human Services,ADMINISTRATION FOR CHILDREN AND FAMILIES,BrokerGenerated
75,7590,Department of Health and Human Services,OMB File,Administration for Children and Families,CompiledList,NA,NA,BrokerGenerated
75,7593,Department of Health and Human Services,OMB File,Gorgas Memorial Institute of Tropical and Preventative Medicine,CompiledList,NA,NA,NA
80,8000,National Aeronautics and Space Administration,OMB File,National Aeronautics and Space Administration,CompiledList,National Aeronautics and Space Administration (NASA),National Aeronautics and Space Administration,BrokerGenerated
80,8000,National Aeronautics and Space Administration,OMB File,National Aeronautics and Space Administration,CompiledList,National Aeronautics and Space Administration,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,BrokerGenerated
