CGAC AGENCY CODE,FPDS DEPARTMENT ID,AGENCY NAME,SUB TIER CODE,SUB TIER NAME
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6801,IMMEDIATE OFFICE OF THE ADMINISTRATOR OF EPA
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6803,OFFICE OF GENERAL COUNSEL
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6804,OFFICE OF THE INSPECTOR GENERAL
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6805,ASST ADMINISTRATOR FOR ADMINISTRATION & RESOURCES MGMT
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6806,"ASST ADMINISTRATOR FOR POLICY, PLANNING AND EVALUATION"
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6813,OFFICE OF ADMINISTRATIVE LAW JUDGES
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6820,ASSISTANT ADMINISTRATOR FOR AIR AND RADIATION
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6825,ASSISTANT ADMINISTRATOR FOR ENFORCEMENT
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6840,ASSISTANT ADMINISTRATOR FOR RESEARCH AND DEVELOPMENT
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6845,ASSISTANT ADMINISTRATOR FOR WATER
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6850,ASST ADMINISTRATOR FOR SOLID WASTE AND EMERGENCY RESPONSE
068,6800,ENVIRONMENTAL PROTECTION AGENCY,6855,ASSISTANT ADMINISTRATOR FOR REGIONAL OPERATIONS AND STATE/LOCAL RELATIONS
069,6900,"TRANSPORTATION, DEPARTMENT OF",6900,"TRANSPORTATION, DEPARTMENT OF"
069,6900,"TRANSPORTATION, DEPARTMENT OF",6901,IMMEDIATE OFFICE OF THE SECRETARY OF TRANSPORTATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6902,OFFICE OF THE DEPUTY SECRETARY OF TRANSPORTATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6903,OFFICE OF GENERAL COUNSEL
069,6900,"TRANSPORTATION, DEPARTMENT OF",6904,OFFICE OF INSPECTOR GENERAL
069,6900,"TRANSPORTATION, DEPARTMENT OF",6905,OFFICE OF ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6906,OFFICE OF BUDGET AND PROGRAMS
069,6900,"TRANSPORTATION, DEPARTMENT OF",6907,OFFICE OF GOVERNMENTAL AFFAIRS
069,6900,"TRANSPORTATION, DEPARTMENT OF",6908,OFFICE OF PUBLIC AFFAIRS
069,6900,"TRANSPORTATION, DEPARTMENT OF",6909,OFFICE OF POLICY AND INTERNATIONAL AFFAIRS
069,6900,"TRANSPORTATION, DEPARTMENT OF",690S,OFFICE OF THE SECRETARY OF TRANSPORTATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6910,OFFICE OF THE CHIEF INFORMATION OFFICER
069,6900,"TRANSPORTATION, DEPARTMENT OF",6911,OFFICE OF CIVIL RIGHTS
069,6900,"TRANSPORTATION, DEPARTMENT OF",6912,CONTRACT APPEALS BOARD
069,6900,"TRANSPORTATION, DEPARTMENT OF",6913,OFFICE OF COMMERCIAL SPACE TRANSPORTATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6914,EXECUTIVE SECRETARIAT
069,6900,"TRANSPORTATION, DEPARTMENT OF",6915,OFFICE OF INTELLIGENCE AND SECURITY
069,6900,"TRANSPORTATION, DEPARTMENT OF",6916,OFFICE OF DRUG AND ALCOHOL POLICY AND COMPLIANCE
069,6900,"TRANSPORTATION, DEPARTMENT OF",6917,DEPUTY SECRETARY OF TRANSPORTATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6918,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6920,FEDERAL AVIATION ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6922,ASSISTANT SECRETARY FOR AVIATION AND INTERNATIONALL AFFAIRS
069,6900,"TRANSPORTATION, DEPARTMENT OF",6925,FEDERAL HIGHWAY ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6930,FEDERAL RAILROAD ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6938,MARITIME ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6940,NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6947,SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6953,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6955,FEDERAL TRANSIT ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6957,PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATON
069,6900,"TRANSPORTATION, DEPARTMENT OF",6959,FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION
069,6900,"TRANSPORTATION, DEPARTMENT OF",6991,NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)
069,6900,"TRANSPORTATION, DEPARTMENT OF",69NA,NORTH ATLANTIC ICE PATROL
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7000,"HOMELAND SECURITY, DEPARTMENT OF"
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7001,OFFICE OF PROCUREMENT OPERATIONS
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7002,IMMEDIATE OFFICE OF THE SECRETARY
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7004,OFFICE OF THE INSPECTOR GENERAL
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7008,U.S. COAST GUARD
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7009,U.S. SECRET SERVICE
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7010,OFFICE OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7011,IMMEDIATE OFF OF THE UNDER SECRETARY FOR BORDER AND TRANSPORTATION SECURITY
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7012,U.S. IMMIGRATION AND CUSTOMS ENFORCEMENT
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7013,TRANSPORTATION SECURITY ADMINISTRATION
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7014,U.S. CUSTOMS AND BORDER PROTECTION
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7015,FEDERAL LAW ENFORCEMENT TRAINING CENTER
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7020,OFFICE OF THE UNDER SECRETARY FOR EMERGENCY PREPAREDNESS AND RESPONSE
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7021,IMMEDIATE OFF OF THE UNDER SECRETARY FOR EMERGENCY PREPAREDNESS AND RESPONSE
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7022,FEDERAL EMERGENCY MANAGEMENT AGENCY
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7030,OFF OF THE UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7031,IMMED OFF OF UNDER SECRETARY FOR INFO ANALYSIS AND INFRASTRUCTURE PROTECTION
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7032,OFFICE FOR INFORMATION ANALYSIS
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7033,OFFICE FOR INFRASTRUCTURE PROTECTION
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7040,OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7041,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR SCIENCE AND TECHNOLOGY
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7050,OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT
070,7000,"HOMELAND SECURITY, DEPARTMENT OF",7051,IMMEDIATE OFFICE OF THE UNDER SECRETARY FOR MANAGEMENT
071,7100,OVERSEAS PRIVATE INVESTMENT CORPORATION,7100,OVERSEAS PRIVATE INVESTMENT CORPORATION
072,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT
073,7300,SMALL BUSINESS ADMINISTRATION,7300,SMALL BUSINESS ADMINISTRATION
074,7400,AMERICAN BATTLE MONUMENTS COMMISSION,7400,AMERICAN BATTLE MONUMENTS COMMISSION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF"
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7501,IMMED OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7502,OFFICE OF THE UNDER SECRETARY OF HEALTH AND HUMAN SERVICES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7503,OFFICE OF THE GENERAL COUNSEL
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7504,OFFICE OF THE INSPECTOR GENERAL
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7505,OFFICE OF ASSISTANT SECRETARY FOR PREPAREDNESS AND RESPONSE
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7506,OFFICE OF ASSISTANT SECRETARY FOR PLANNING AND EVALUATION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7507,OFFICE OF ASSISTANT SECRETARY FOR LEGISLATION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7508,OFFICE OF ASSISTANT SECRETARY FOR PUBLIC AFFAIRS
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7509,OFFICE OF INTERGOVERNMENTAL AND EXTERNAL AFFAIRS
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",750S,OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7510,U.S. OFFICE OF CONSUMER AFFAIRS
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7511,OFFICE FOR CIVIL RIGHTS
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7515,OFFICE OF PUBLIC HEALTH AND SCIENCE
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7516,OFFICE OF ASSISTANT SECRETARY FOR PERSONNEL
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7520,PUBLIC HEALTH SERVICE
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7521,OFFICE OF ASSISTANT SECRETARY FOR HEALTH
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7523,CENTERS FOR DISEASE CONTROL AND PREVENTION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7524,FOOD AND DRUG ADMINISTRATION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7525,AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7527,INDIAN HEALTH SERVICE
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7528,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,NATIONAL INSTITUTES OF HEALTH
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7537,FAMILY SUPPORT ADMINISTRATION
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7540,OFFICE OF HUMAN DEVELOPMENT SERVICES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7545,ADMINISTRATION ON AGING
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7555,PROGRAM SUPPORT CENTER
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7558,NAT CENTER FOR HEALTH SERV RESEARCH AND HEALTH CARE TECH ASSES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7559,NATIONAL CENTER FOR HEALTH STATISTICS
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7565,PROGRAM SUPPORT CENTER
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7570,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7571,OFFICE OF THE ASSISTANT SECRETARY FOR FINANCIAL RESOURCES (ASFR)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7572,CENTER FOR FAITH-BASED AND NEIGHBORHOOD PARTNERSHIPS (CFBNP)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7573,DEPARTMENTAL APPEALS BOARD (DAB)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7574,OFFICE OF GLOBAL AFFAIRS (OGA)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7575,OFFICE OF MEDICARE HEARINGS AND APPEALS (OMHA)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7576,OFFICE OF THE NATIONAL COORDINATOR FOR HEALTH INFORMATION TECHNOLOGY (ONC)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7577,ADMINISTRATION FOR COMMUNITY LIVING (ACL)
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7590,ADMINISTRATION FOR CHILDREN AND FAMILIES
075,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7593,GORGAS MEMORIAL INST OF TROPICAL AND PREVENTATIVE MEDICINE
465,7635,CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION,7635,CHRISTOPHER COLUMBUS FELLOWSHIP FOUNDATION
352,7800,FARM CREDIT ADMINISTRATION,7800,FARM CREDIT ADMINISTRATION
352,7800,FARM CREDIT ADMINISTRATION,7881,BANKS FOR COOPERATIVES (13)
352,7800,FARM CREDIT ADMINISTRATION,7883,FEDERAL INTERMEDIATE CREDIT BANKS (12)
352,7800,FARM CREDIT ADMINISTRATION,7884,FARM CREDIT BANKS
352,7800,FARM CREDIT ADMINISTRATION,7885,FEDERAL LAND BANKS (12)
352,7800,FARM CREDIT ADMINISTRATION,7886,FARM CREDIT SYSTEM FINANCIAL ASSISTANCE CORPORATION
352,7800,FARM CREDIT ADMINISTRATION,7887,FEDERAL LAND BANK ASSOCIATIONS
352,7800,FARM CREDIT ADMINISTRATION,7888,FARM CREDIT SYSTEMS INSURANCE CORPORATION
352,7800,FARM CREDIT ADMINISTRATION,7889,FEDERAL AGRICULTURAL MORTGAGE CORPORATION (FARMER MAC)
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8001,"HEADQUARTERS, NASA"
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8020,AMES RESEARCH CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8022,ARMSTRONG FLIGHT RESEARCH CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8025,NASA SHARED SERVICES CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8026,GODDARD SPACE FLIGHT CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8029,"NASA RESIDENT OFFICE, JET PROPULSION LABORATORY"
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8032,JOHNSON SPACE CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8035,KENNEDY SPACE CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8038,LANGLEY RESEARCH CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8041,GLENN RESEARCH CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8044,MARSHALL SPACE FLIGHT CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8047,STENNIS SPACE CENTER
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8048,NASA MANAGEMENT OFFICE -- APPLIED PHYSICS LABORATORY
080,8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8049,NASA SHARED SERVICES CENTER
913,8200,FEDERAL HOME LOAN BANK BOARD,8200,FEDERAL HOME LOAN BANK BOARD
913,8200,FEDERAL HOME LOAN BANK BOARD,8291,NEIGHBORHOOD REINVESTMENT CORPORATION
083,8300,EXPORT-IMPORT BANK OF THE U.S.,8300,EXPORT-IMPORT BANK OF THE U.S.
084,84AF,ARMED FORCES RETIREMENT HOME,8400,UNITED STATES SOLDIERS AND AIRMENS HOME
084,84AF,ARMED FORCES RETIREMENT HOME,84AF,ARMED FORCES RETIREMENT HOME
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8601,OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8602,DEPUTY SECRETARY OF HOUSING AND URBAN DEVELOPMENT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8603,OFFICE OF GENERAL COUNSEL
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8604,OFFICE OF INSPECTOR GENERAL
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8605,ASSISTANT SECRETARY FOR ADMINISTRATION
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8606,OFFICE OF CHIEF FINANCIAL OFFICER
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8607,ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8608,ASSISTANT SECRETARY FOR PUBLIC AFFAIRS
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8611,ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8613,BOARD OF CONTRACT APPEALS
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8615,ADMINISTRATIVE LAW JUDGES
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8617,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8619,ASSISTANT SECRETARY FOR LABOR RELATIONS
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8620,ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8622,ASSISTANT TO THE DEPUTY SECRETARY OFFICE OF FIELD POLICY MANAGEMENT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8625,GOVERNMENT NATIONAL MORTGAGE ASSOCIATION
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8627,OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8630,ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8635,ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8645,ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8650,SOLAR ENERGY AND ENERGY CONSERVATION BANK
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8651,OFFICE OF DEPARTMENTAL OPERATIONS AND COORDINATION
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8652,OFFICE OF THE CHIEF INFORMATION OFFICER
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8653,OFFICE OF LEAD HAZARD CONTROL AND HEALTHY HOMES
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8654,CHIEF PROCUREMENT OFFICER
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8656,OFFICE OF FEDERAL HOUSING ENTERPRISE OVERSIGHT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8658,CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8659,OFFICE OF FIELD POLICY AND MANAGEMENT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865A,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 1"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865B,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 2"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865C,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 3"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865D,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 4"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865E,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 5"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865F,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 6"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865G,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 7"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865H,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 8"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865J,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 9"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",865K,"OFFICE OF REGIONAL ADMINISTRATOR, REGION 10"
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8660,OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8661,OFFICE OF HEARING AND APPEALS
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8662,OFFICE OF STRATEGIC PLANNING AND MANAGEMENT
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8681,FEDERAL NATIONAL MORTGAGE ASSOCIATION
086,8600,"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",8683,FEDERAL HOME LOAN MORTGAGE CORPORATION (FREDDIE MAC)
088,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION
088,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8852,INFORMATION SECURITY OVERSIGHT OFFICE
088,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8861,NATIONAL ARCHIVES TRUST FUND BOARD
088,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8862,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS COMMISSION
088,8800,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8865,ADMINISTRATIVE COMMITTEE OF THE FEDERAL REGISTER
089,8900,"ENERGY, DEPARTMENT OF",8900,"ENERGY, DEPARTMENT OF"
089,8900,"ENERGY, DEPARTMENT OF",8901,OFFICE OF THE SECRETARY
089,8900,"ENERGY, DEPARTMENT OF",8902,OFFICE OF THE DEPUTY SECRETARY
089,8900,"ENERGY, DEPARTMENT OF",8903,OFFICE OF THE GENERAL COUNSEL
089,8900,"ENERGY, DEPARTMENT OF",8904,OFFICE OF INSPECTOR GENERAL
089,8900,"ENERGY, DEPARTMENT OF",8905,OFFICE OF ADMINISTRATION AND HUMAN RESOURCES MANAGEMENT
089,8900,"ENERGY, DEPARTMENT OF",8907,ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS
089,8900,"ENERGY, DEPARTMENT OF",8908,OFFICE OF PUBLIC AFFAIRS
089,8900,"ENERGY, DEPARTMENT OF",8909,ASSISTANT SECRETARY FOR DOMESTIC AND INTERNATIONAL ENERGY POLICY
089,8900,"ENERGY, DEPARTMENT OF",890A,OFFICE OF THE UNDER SECRETARY
089,8900,"ENERGY, DEPARTMENT OF",8910,OFFICE OF SPECIAL PROJECTS
089,8900,"ENERGY, DEPARTMENT OF",8911,OFFICE OF MINORITY ECONOMIC IMPACT
089,8900,"ENERGY, DEPARTMENT OF",8912,BOARD OF CONTRACT APPEALS
089,8900,"ENERGY, DEPARTMENT OF",8913,OFFICE OF HEARINGS AND APPEALS
089,8900,"ENERGY, DEPARTMENT OF",8914,OFFICE OF SCHEDULING AND LOGISTICS
089,8900,"ENERGY, DEPARTMENT OF",8915,OFFICE OF NUCLEAR SAFETY
089,8900,"ENERGY, DEPARTMENT OF",8916,"OFFICE OF PROCUREMENT, ASSISTANCE, AND PROGRAM MANAGEMENT"
089,8900,"ENERGY, DEPARTMENT OF",8917,OFFICE OF INTELLIGENCE
089,8900,"ENERGY, DEPARTMENT OF",8918,OFFICE OF SMALL AND DISADVANTAGED BUSINESS UTILIZATION
089,8900,"ENERGY, DEPARTMENT OF",8919,OFFICE OF THE SECRETARY OF ENERGY ADVISORY BOARD
089,8900,"ENERGY, DEPARTMENT OF",891B,OFFICE OF SECURITY AFFAIRS
089,8900,"ENERGY, DEPARTMENT OF",891C,CHIEF FINANCIAL OFFICER
089,8900,"ENERGY, DEPARTMENT OF",891D,OFFICE OF EMERGENCY PLANNING AND OPERATIONS
089,8900,"ENERGY, DEPARTMENT OF",891E,OFFICE OF CONTRACTOR EMPLOYEE PROTECTION
089,8900,"ENERGY, DEPARTMENT OF",8921,OFFICE OF NEW PRODUCTION REACTORS
089,8900,"ENERGY, DEPARTMENT OF",8922,ASSISTANT SECRETARY FOR CONSERVATION AND RENEWABLE ENERGY
089,8900,"ENERGY, DEPARTMENT OF",8923,NNSA
089,8900,"ENERGY, DEPARTMENT OF",8924,SCIENCE & ENERGY
