ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS,GWA_TAS NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type Code,FR Entity Description,Financial Indicator Type 2,FIN IND Type 2 Description,Function Code,Function Description,Sub Function Code,Sub Function Description
63068, ,061,2015,2016, ,0100,000,6115/160100,"Salaries and Expenses, Consumer Product Safety Commission",061,Consumer Product Safety Commission,00,[NULL],6100,Consumer Product Safety Commission, , ,550,Health,554,Consumer and occupational health and safety
63069, ,061,2015,2017, ,0100,000,6115/170100,"Salaries and Expenses, Consumer Product Safety Commission",061,Consumer Product Safety Commission,00,[NULL],6100,Consumer Product Safety Commission, , ,550,Health,554,Consumer and occupational health and safety
65818, ,061,2016,2016, ,0100,000,61160100,"Salaries and Expenses, Consumer Product Safety Commission",061,Consumer Product Safety Commission,00,[NULL],6100,Consumer Product Safety Commission, , ,550,Health,554,Consumer and occupational health and safety
67778, ,061,2016,2017, ,0100,000,6116/170100,"Salaries and Expenses, Consumer Product Safety Commission",061,Consumer Product Safety Commission,00,[NULL],6100,Consumer Product Safety Commission, , ,550,Health,554,Consumer and occupational health and safety
69997, ,061,2017,2017, ,0100,000,61170100,"Salaries and Expenses, Consumer Product Safety Commission",061,Consumer Product Safety Commission,00,[NULL],6100,Consumer Product Safety Commission, , ,550,Health,554,Consumer and occupational health and safety
13983, ,061, , ,X,8079,000,61X8079,"Gifts and Donations, Consumer Product Safety Commission",061,Consumer Product Safety Commission,00,[NULL],6100,Consumer Product Safety Commission, , ,550,Health,554,Consumer and occupational health and safety
52345, ,062,2010,2011, ,0100,000,6210/110100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
45727, ,062,2011,2011, ,0100,000,62110100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
53074, ,062,2012,2012, ,0100,000,62120100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
58720, ,062,2012,2013, ,0100,000,6212/130100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
55997, ,062,2013,2013, ,0100,000,62130100,"Salaries and Expenses, Office of Special Counsel                                                                                                                                                                                                ",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
61982, ,062,2013,2014, ,0100,000,6213/140100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
59589, ,062,2014,2014, ,0100,000,62140100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
64638, ,062,2014,2015, ,0100,000,6214/150100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
63030, ,062,2015,2015, ,0100,000,62150100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
68299, ,062,2015,2016, ,0100,000,6215/160100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
66840, ,062,2016,2016, ,0100,000,62160100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
69998, ,062,2017,2017, ,0100,000,62170100,"Salaries and Expenses, Office of Special Counsel",062,Office of Special Counsel,00,[NULL],6200,Office of Special Counsel, , ,800,General Government,805,Central personnel management
45925, ,065,2011,2011, ,0100,000,65110100,"Salaries and Expenses, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
53153, ,065,2012,2012, ,0100,000,65120100,"Salaries and Expenses, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
56163, ,065,2013,2013, ,0100,000,65130100,"Salaries and Expenses, Federal Maritime Commission                                                                                                                                                                                              ",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
59823, ,065,2014,2014, ,0100,000,65140100,"Salaries and Expenses, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
63456, ,065,2015,2015, ,0100,000,65150100,"Salaries and Expenses, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
65819, ,065,2016,2016, ,0100,000,65160100,"Salaries and Expenses, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
70000, ,065,2017,2017, ,0100,000,65170100,"Salaries and Expenses, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
14070, ,065, , ,X,5184,000,65X5184,"Automated Tariff Filing and Information System Fund, Federal Maritime Commission",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,400,Transportation,403,Water transportation
14071, ,065, , ,X,6050,000,65X6050,"Employees' Payroll Allotment Account, United States Savings Bonds, Federal Maritime Commission                                                                                                                                                  ",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,000,Governmental Receipts,000,Governmental Receipts
14072, ,065, , ,X,6275,000,65X6275,"Withheld State and Local Taxes, Federal Maritime Commission                                                                                                                                                                                     ",065,Federal Maritime Commission,00,Federal Maritime Commission,6500,Federal Maritime Commission, , ,000,Governmental Receipts,000,Governmental Receipts
21041,096,067, , ,X,0204,000,96-67X0204,Corps of Engineers,096,Corps of Engineers,00,Reports and Analysis Office,DE00,Department of Defense, , ,150,International Affairs,154,Foreign information and exchange activities
14254, ,068, , ,X,0100,000,68X0100,"Operations, Research, and Facilities, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
40382, ,068,2009,2010, ,0102,000,6809/100102,"State and Tribal Assistance Grants - Recovery Act, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14255, ,068, , ,X,0103,000,68X0103,"State and Tribal Assistance Grants, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14257, ,068, , ,X,0107,000,68X0107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
35623, ,068,2008,2009, ,0107,000,6808/090107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
37873, ,068,2009,2010, ,0107,000,6809/100107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
42008, ,068,2010,2011, ,0107,000,6810/110107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
47746, ,068,2011,2012, ,0107,000,6811/120107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
53181, ,068,2012,2013, ,0107,000,6812/130107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
56218, ,068,2013,2014, ,0107,000,6813/140107,"Science and Technology, Environmental Protection Agency                                                                                                                                                                                         ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
60152, ,068,2014,2015, ,0107,000,6814/150107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
63278, ,068,2015,2016, ,0107,000,6815/160107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
65438, ,068,2016,2017, ,0107,000,6816/170107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
70439, ,068,2017,2018, ,0107,000,6817/180107,"Science and Technology, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14258, ,068, , ,X,0108,000,68X0108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
35624, ,068,2008,2009, ,0108,000,6808/090108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
39453, ,068,2009,2010, ,0108,000,6809/100108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
40649, ,068,2009,2011, ,0108,000,6809/110108,"Environmental Programs and Management - Recovery Act, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
43313, ,068,2010,2011, ,0108,000,6810/110108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
47783, ,068,2011,2011, ,0108,000,68110108,"Environmental Programs and Management - Recovery Act, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
47747, ,068,2011,2012, ,0108,000,6811/120108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
53183, ,068,2012,2012, ,0108,000,68120108,"Environmental Programs and Management - Recovery Act, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
53182, ,068,2012,2013, ,0108,000,6812/130108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
56219, ,068,2013,2014, ,0108,000,6813/140108,"Environmental Programs and Management, Environmental Protection Agency                                                                                                                                                                          ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
60153, ,068,2014,2015, ,0108,000,6814/150108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
63279, ,068,2015,2016, ,0108,000,6815/160108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
65439, ,068,2016,2017, ,0108,000,6816/170108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
70440, ,068,2017,2018, ,0108,000,6817/180108,"Environmental Programs and Management, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14259, ,068, , ,X,0109,000,68X0109,"Energy Research and Development, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14260, ,068, , ,X,0110,000,68X0110,"Buildings and Facilities, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
35625, ,068,2008,2009, ,0112,000,6808/090112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
37948, ,068,2009,2010, ,0112,000,6809/100112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
42009, ,068,2010,2011, ,0112,000,6810/110112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
47785, ,068,2011,2012, ,0112,000,6811/120112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
53185, ,068,2012,2013, ,0112,000,6812/130112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
56221, ,068,2013,2014, ,0112,000,6813/140112,"Office of Inspector General, Environmental Protection Agency                                                                                                                                                                                    ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
60176, ,068,2014,2015, ,0112,000,6814/150112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
63290, ,068,2015,2016, ,0112,000,6815/160112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
65441, ,068,2016,2017, ,0112,000,6816/170112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
70441, ,068,2017,2018, ,0112,000,6817/180112,"Office of Inspector General, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
40356, ,068,2009,2012, ,0113,000,6809/120113,"Office of Inspector General - Recovery Act, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
39054, ,068,2008,2008, ,0118,000,68080118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
47784, ,068,2011,2011, ,0118,000,68110118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
53184, ,068,2012,2012, ,0118,000,68120118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
56220, ,068,2013,2013, ,0118,000,68130118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency                                                                                                                                                                 ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
60175, ,068,2014,2014, ,0118,000,68140118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
63289, ,068,2015,2015, ,0118,000,68150118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
65440, ,068,2016,2016, ,0118,000,68160118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
70438, ,068,2017,2017, ,0118,000,68170118,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,P,Program,300,Natural Resources and Environment,304,Pollution control and abatement
14261, ,068, , ,X,0250,000,68X0250,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
67760, ,068,2016,2017, ,0250,000,6816/170250,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
70442, ,068,2017,2018, ,0250,000,6817/180250,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14262, ,068, , ,X,4310,000,68X4310,"Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14263, ,068, , ,X,4311,000,68X4311,"Revolving Fund for Certification and Other Services, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14265, ,068, , ,X,4322,000,68X4322,"Abatement, Control and Compliance Direct Loan Financing Account, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,F,Financing,300,Natural Resources and Environment,304,Pollution control and abatement
61326, ,068,2014,2016, ,4330,000,6814/164330,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
63762, ,068,2015,2017, ,4330,000,6815/174330,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
65443, ,068,2016,2018, ,4330,000,6816/184330,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
70444, ,068,2017,2019, ,4330,000,6817/194330,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
58758, ,068, , ,X,4365,000,68X4365,"Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,306,Other natural resources
14266, ,068, , ,X,4565,000,68X4565,"Working Capital Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14269, ,068, , ,X,5297,000,68X5297,"Exxon Valdez Settlement Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
24889, ,068, , ,X,5374,000,68X5374,"Pesticide Registration Fund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14270, ,068, , ,X,6050,000,68X6050,"Employees' Payroll Allotment Account, United States Savings Bonds, Environmental Protection Agency                                                                                                                                              ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14272, ,068, , ,X,6264,000,68X6264,"Fees for Ocean Dumping, Environmental Protection Agency                                                                                                                                                                                         ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14273, ,068, , ,X,6265,000,68X6265,"Nonconformance Penalties, Environmental Protection Agency                                                                                                                                                                                       ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14274, ,068, , ,X,6266,000,68X6266,"Clean Air Allowance Auction and Sale, Environmental Protection Agency                                                                                                                                                                           ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14275, ,068, , ,X,6275,000,68X6275,"Withheld State and Local Taxes, Environmental Protection Agency                                                                                                                                                                                 ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14276, ,068, , ,X,6276,000,68X6276,"Other Federal Payroll Withholding, Allotments, Environmental Protection Agency                                                                                                                                                                  ",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14277, ,068, , ,X,6500,000,68X6500,"Advances Without Orders from Non-Federal Sources, Environmental Protection Agency                                                                                                                                                               ",068,Environmental Protection Agency,01,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,000,Governmental Receipts,000,Governmental Receipts
14280, ,068, , ,X,7565,428,68X7565.428,"United States - India Fund for Cultural, Educational, and Scientific Cooperation, Environmental Protection Agency, India                                                                                                                        ",068,Environmental Protection Agency,75,Treasury FMS/FO/FASD/IFB,9997,Foreign Currency Accounts, , ,000,Governmental Receipts,000,Governmental Receipts
9831, ,068, , ,X,8145,000,68X8145,Hazardous Substance Superfund - Treasury Managed. Environmental Protection Agency,068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
14443,068,068, , ,X,8145,000,68-68X8145,Hazardous Substance Superfund - Treasury Managed. Environmental Protection Agency,068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency,[NULL], ,300,Natural Resources and Environment,304,Pollution control and abatement
35626, ,068,2008,2009, ,8145,000,6808/098145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
37949, ,068,2009,2010, ,8145,000,6809/108145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
42010, ,068,2010,2011, ,8145,000,6810/118145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
47786, ,068,2011,2012, ,8145,000,6811/128145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
53186, ,068,2012,2013, ,8145,000,6812/138145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
56222, ,068,2013,2014, ,8145,000,6813/148145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
60177, ,068,2014,2015, ,8145,000,6814/158145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
63291, ,068,2015,2016, ,8145,000,6815/168145,"Hazardous Substance Superfund, Environmental Protection Agency",068,Environmental Protection Agency,00,ENVIRONMENTAL PROTECTION AGENCY,6800,Environmental Protection Agency, , ,300,Natural Resources and Environment,304,Pollution control and abatement
