PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
8720,FERTILIZERS,10/15/78,,Fertilizers,,,Natural and Synthetic Fertilizers; Peat Moss; Animal Manures.
8730,SEEDS AND NURSERY STOCK,10/15/78,,Seeds and Nursery Stock,,,Cut Flowers.
88,LIVE ANIMALS,10/1/79,,,,,
8810,"LIVE ANIMALS, RAISED FOR FOOD",8/15/79,,"Live Animals, Raised for Food",,,
8820,"LIVE ANIMALS, NOT RAISED FOR FOOD",10/15/78,,"Live Animals, Not Raised for Food",,,
89,SUBSISTENCE,10/1/79,,,,"Subsistence items which are specifically prepared for dietetic  use are classified in class 8940.  Nondietetic foods, even though they bear the same approved item names as corresponding dietetic foods, are classified in  classes other than 8940.",
8900,PERISHABLE SUBSISTENCE $10K TO $25K,10/15/78,9/30/11,PERISHABLE SUBSISTENCE $10K TO $25K,,,
8905,"MEAT, POULTRY, AND FISH",10/15/78,,"Meat, Poultry, and Fish",,,Game Birds; Shellfish; Sausage Casings.
8910,DAIRY FOODS AND EGGS,10/15/78,,Dairy Foods and Eggs,,,Ice Cream; Frozen Custards; Ice Cream Mixes; Rennet; Milk Sherbets; Ices.
8915,FRUITS AND VEGETABLES,10/15/78,,Fruits and Vegetables,,,Baked Beans; Juices.
8920,BAKERY AND CEREAL PRODUCTS,10/15/78,,Bakery and Cereal Products,,,Flour; Prepared Flour; Prepared Cereals; Macaroni.
8925,"SUGAR, CONFECTIONERY, AND NUTS",10/15/78,,"Sugar, Confectionery, and Nuts",,,Candy; Chewing Gum; Honey; Maple Syrup.
8930,"JAMS, JELLIES, AND PRESERVES",10/15/78,,"Jams, Jellies, and Preserves",,,
8935,SOUPS AND BOUILLONS,10/15/78,,Soups and Bouillons,,,
8940,SPECIAL DIETARY FOOD & SPECIAL PREP,10/15/78,9/30/11,Special Dietary Foods and Food Specialty Preparations,,,Infant Foods; Potato Chips; Prepared Pie and Cake Fillings.
8945,"FOOD, OILS AND FATS",10/15/78,,"Food, Oils and Fats",,,
8950,CONDIMENTS AND RELATED PRODUCTS,10/15/78,,Condiments and Related Products,,,Salad Dressings; Spices; Seasonings; Flavoring Extracts; Yeast; Olives.
8955,"COFFEE, TEA, AND COCOA",10/15/78,,"Coffee, Tea, and Cocoa",,,Postum; Yerba Mate; Chicory.
8960,"BEVERAGES, NONALCOHOLIC",10/15/78,,"Beverages, Nonalcoholic",,,Soft Drinks; Ice.
8965,"BEVERAGES, ALCOHOLIC",6/15/81,,"Beverages, Alcoholic","Sacramental Wine and Medicinal grade Brandy, Whisky, and Wine.",,Beer; Whisky; Wine; Liqueur.
8970,COMPOSITE FOOD PACKAGES,10/15/78,,Composite Food Packages,,,Ration Packs and Emergency Rations; CARE Packages.
8975,TOBACCO PRODUCTS,10/15/78,,Tobacco Products,,,Snuff; Cigarettes; Cigars.
8999,FOOD ITEMS FOR RESALE,10/15/78,9/30/11,FOOD ITEMS FOR RESALE,,,
91,"FUELS, LUBRICANTS, OILS, WAXES",10/1/79,,,,,
9110,"FUELS, SOLID",10/15/78,,"Fuels, Solid",Peat.,,Ration Heating Tablets; Cordwood; Charcoal; Briquettes; Coke.
9130,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",10/1/11,,"Liquid Propellants and Fuels, Petroleum Base","Solid Propellants; Liquid Propellants, encased in consumable containers, for insertion into missile propulsion systems as integral parts.",This class includes liquid propellants with more than 50% or higher petroleum content.,"All Aviation Gasoline; JP-1, 3, 4, and 5 Jet Fuel; Combat Vehicle and Automotive Gasoline (all types and grades); Liquid Propellants,  Bulk; Liquid Propellants, predetermined to specify quantity and quality,  packaged in reusable containers."
9135,LIQUID PROPELLANTS - CHEMICAL BASE,10/15/78,9/30/11,"Liquid Propellant Fuels and Oxidizers, Chemical Base","Multiple-use chemicals, such as Nitrogen, Technical; Ammonia,  Technical; Furfuryl Alcohol, Technical; Aniline, Technical, Solid Propellants;  Liquid Propellants, encased in consumable containers for insertion into missile propulsion systems as integral parts.",This class includes liquid propellants with more than 50% or  higher chemical content.,"Liquid chemicals designed exclusively for use as propellant fuels and oxidizers; Liquid Propellants, Bulk; Liquid Propellants,  predetermined to specific quantity and quality, packaged in reusable containers"
9140,FUEL OILS,10/15/78,,Fuel Oils,,,"Light Burner Fuels; Diesel Fuels, Kerosene; Military  Specification Type Residuals; Special and Heavy Grade Turbine  Vessel Propulsion Fuels; Federal Specification Heavy Burner Fuels;  Bunker ""C"" Commercial Grade Fuel; Heavy Fuel and other Black  (Boiler Type) Fuels; Illuminating Oils."
9150,"OIL & GREASE-CUT,LUBR & HYDRAULIC",10/15/78,9/30/11,"Oils and Greases: Cutting, Lubricating, and Hydraulic",Rust Preventive Compounds; Antiseizing Compounds; Petrolatum USP.,,"Petrolatum, except USP."
9160,"MISCELLANEOUS WAXES, OILS, AND FATS",10/15/78,,"Miscellaneous Waxes, Oils, and Fats",Edible Fats and Oils; Household and Automobile Waxes.,,"Animal, Vegetable, and Petroleum Waxes; Wool Grease (Lanolin); Tallow; Marine Oils; Coconut Oil; Soap Stock; Essential Oils, except USP or NF grades."
93,NONMETALLIC FABRICATED MATERIALS,10/1/79,,,,,
9310,PAPER AND PAPERBOARD,10/15/78,,Paper and Paperboard,Corrugated Paper; Wrapping Paper; Building Board; Insulating Board; Stationery; Construction Paper; Paper Towels; Facial  Tissues; Blank Books; Containers; Shipping and Identification Tags.,,Book Paper Stock; Newsprint; Paperboard; Bulk  Paper Materials.
9320,RUBBER FABRICATED MATERIALS,10/15/78,,Rubber Fabricated Materials,,,"Natural and Synthetic Rubber Fabricated Materials, such  as Rubber Sheets, Structural Rubber Shapes, Strips."
9330,PLASTICS FABRICATED MATERIALS,10/15/78,,Plastics Fabricated Materials,"Cable, Fiber Optic.",,"Cellulose Acetate and other plastics; Bars, Rods,  Sheets, and Strips."
9340,GLASS FABRICATED MATERIALS,10/15/78,,Glass Fabricated Materials,"Insulators (FSC 5970); Ophthalmic Glass Blanks (FSC 6540); and Cable, Fiber Optics (FSCs 6015 and 6615).",,"Glass Rods, Bars, and Tubing; Optical Glass Blanks; Structural and Building Glass; Glass Blocks."
9350,REFRACTORIES & FIRE SURFACING MAT,10/15/78,9/30/11,Refractories and Fire Surfacing Materials,,,
9390,MISC FABRICATED NONMETAL MATERIALS,10/15/78,9/30/11,Miscellaneous Fabricated Nonmetallic Materials,,,Cork Fabricated Basic Materials; Asbestos Fabricated  Materials; Manufactured Mica; Minerals for scientific and  technical use (cut but not mounted); Pottery Supplies; Catgut and  Wormgut; Vegetable Brush Fibers; Bagasse.
94,NONMETALLIC CRUDE MATERIALS,10/1/79,,,,,
9410,CRUDE GRADES OF PLANT MATERIALS,3/15/79,,Crude Grades of Plant Materials,,,Flavoring Materials; Crude Drugs of Plant Origin; Crude Materials for Perfume; Tobacco; Unmanufactured.
9420,FIBERS VEGETABLE ANIMAL & SYNTHETIC,9/15/79,9/30/11,"Fibers: Vegetable, Animal, and Synthetic",,,"Cotton, Wool, Silk, Horsehair, Rayon, and Nylon Fibers."
9430,MISC CRUDE ANIMAL PRODS - INEDIBLE,5/15/79,9/30/11,"Miscellaneous Crude Animal Products, Inedible",,,"Feathers and Downs, Unprocessed; Ivory; Bristles;  Hides and Fur Skins, Crude."
9440,MISC CRUDE AGRI & FORESTRY PROD,11/15/79,9/30/11,Miscellaneous Crude Agricultural and Forestry Products,,,Cereal Grains; Sugar Crops; Crude Rubber.
9450,"NONMETALLIC SCRAP, EXCEPT TEXTILE",5/15/80,,"Nonmetallic Scrap, Except Textile",,,
95,"METAL BARS, SHEETS, SHAPES",10/1/79,,,,,
9505,"WIRE, NONELECTRICAL",10/15/78,,"Wire, Nonelectrical",Wire having electrical resisti-vity or conductivity rating (FSC 6145).,"This class contains bulk material only.  Specially designed items should be placed in a more appropriate class.  Wire is a thin, flexible, continuous length of metal, usually of circular cross-section.",Wire having electrical resisti-vity or conductivity rating (FSC 6145).
9510,BARS AND RODS,10/15/78,,Bars and Rods,Muck Bar (FSC 9640); Rods for Wire (FSC 9640); Sheet Bar (FSC 9640); Threaded Rods (FSC 5306); Grooved Rod (FSC 5340).,"This class contains bulk material only.  Specially designed items should be placed in a more appropriate class.  a.  Bars are elongated pieces of metal of simple uniform cross-sections usually retangular, circular, or hexagonal produced by forging or hotrolling, also known as barstock.  b.  Rods are thin round metal bar, differentiated by dimensional parameters, listed in the item name definition.",Metal Bars and Rods
9515,"PLATE, SHEET, STRIP, FOIL, AND LEAF",10/15/78,,"Plate, Sheet, Strip, Foil, and Leaf",Bale Ties (FSC 8135); Baling Bands (FSC 8135); Mending Plates (FSC 5340); Mounting Plates (FSC 5340); TPlates (FSC 5340).,"This class contains bulk material only.  Specially designed items should be placed in a more appropriate class.  The items covered by this class are all similar in that they are flat, generally rolled metal, the difference is covered by dimensional parameters in the item name definition.",Armor Plate; Black Plate; Floor Plate; Leaf; Perforated Sheet and Strip; Shim Stock.
9520,STRUCTURAL SHAPES,10/15/78,,Structural Shapes,"Plate, Sheet and Strip Materials (FSC 9515).","This class contains bulk material only.  Specially designed items should be placed in a more appropriare class.  This class includes items usually used in building, bridge and similar construction, such as, I beams, angles, and the like.",Bar Size Shapes (under 3 inches); Metal Piles and Piling; Angles; Channels; Tees; Zees.
9525,"WIRE, NONELECTRICAL, NONFERROUS BASE METAL",10/1/11,,"Wire, Nonelectrical, Nonferrous Base Metal",Wire having electrical resistivity or conductivity rating.,,Wire having electrical resistivity or conductivity rating.
9530,"BARS AND RODS, NONFERROUS BASE METAL",10/1/11,,"Bars and Rods, Nonferrous Base Metal",,,
9535,PLATE SHEET STRIP-NONFERROUS METAL,10/15/78,9/30/11,"Plate, Sheet, Strip, and Foil: Nonferrous Base Metal",,,Leaf; Perforated Sheet and Strips.
9540,"STRUCTURAL SHAPES, NONFERROUS BASE METAL",10/1/11,,"Structural Shapes, Nonferrous Base Metal",,,Angles; Channels; Tees; Zees.
9545,"PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL",10/1/11,,"Plate, Sheet, Strip, Foil, and Wire: Precious Metal",Precious Metals for dental use.,,"Bars; Leaf; Ribbon, Rods; Tubing."
96,"ORES, MINERALS AND PRIMARY PRODUCTS",10/1/79,,,,,
9610,ORES,1/15/79,,Ores,,Only bulk material will be identified in this class.  Ores are a naturally occurring material from which economically valuable minerals can be obtained.,Buxite; Ferrous Ores; Lead Ores; Precious Metal Ores; Radioactive Metal Ores; Zinc Ores.
9620,"MINERALS, NATURAL AND SYNTHETIC",10/15/78,,"Minerals, Natural and Synthetic",Gravel (FSC 5610); Sand (FSC 5610); Abrasives (FSC 5350); Refractory Clays (FSC 9350).,Only bulk material will be identified in this class.  Minerals are naturally occurring substances with a characteristic chemical composition that can be expressed by a formula.,Clays and other Earths; Mica; Asbestos; Crude Petroleum; Graphite.
9630,ADDITIVE METAL MATERIALS,2/15/79,,Additive Metal Materials,Fuel Inhibiting Additives (FSC 6850).,"Only bulk material will be identified in this class.  Additive metal materials are those which are added to metals to improve their characteristics as required (e.g., lead added to steel to improve the machinability).","Alloying additives (Aluminum, Antimony, Copper, and Others)."
9640,IRON & STEEL PRIMARY & SEMIFINISHED,10/15/78,9/30/11,Iron and Steel Primary and Semifinished Products,,"Only bulk material will be identified in this class.  a.  Primary products are raw unfinished ingots, pigs, that require refinement to be usable.  b.  Semi-finished items are primary products that have been refined to a state that requires further manufacturing processes to its final, usable state.",Ingots; Pigs; Billets; Blooms; Muck Bar; Rods for Wire; Sheet Bar; Skelp; Tube Rounds.
9650,NONFERROUS BASE METAL REFINERY,10/15/78,9/30/11,Nonferrous Base Metal Refinery and Intermediate Forms,,"Only bulk material will be identified in this class.  a.  Refinery Forms are raw unfinished ingots, pigs, that require refinement to be usable.  b.  Intermediate forms are primary products that have been refined to a state that requires further manufacturing processes to its final, usable state.",Ingots; Slabs.
9660,PRECIOUS METALS PRIMARY FORMS,5/15/79,,Precious Metals Primary Forms,,"Only bulk material will be identified in this class.  Primary Forms are raw unfinished ingots, pigs, that require refinement to be usable and are made of precious metals.",Bullion; Ingot.
9670,IRON AND STEEL SCRAP,9/15/80,,Iron and Steel Scrap,,,
9680,NONFERROUS SCRAP,3/15/81,,Nonferrous Scrap,,,
99,MISCELLANEOUS,10/1/79,,,,,
9905,"SIGNS,AD DISPLAYS & IDENT PLATES",10/15/78,9/30/11,"Signs, Advertising Displays, and Identification Plates",,,"Electric Signs; Sign Boards; Display Stands;  Mannequins and other display forms; Printed Signs; General Purpose Identification Tags and Blanks, Nonpersonal; Plates  and Tags for specific applications."
9910,JEWELRY,1/15/79,9/30/15,Jewelry,Watches; Clocks; Tableware; Scientific Instruments; Toilet Articles; Smokers' Articles; Industrial Diamonds.,,"Jewelers' Findings; Precious Stones, Cut; Costume Jewelry;  Natural Gems and Ornamental Stones, Cut."
9915,COLLECTORS' AND/OR HISTORICAL ITEMS,10/1/11,,Collectors and/or Historical Items,,,"Antiques; Artifacts; Coins; Stamps; Rare Books; Work  of Art, Collectors and/or Historical Gems; Jewelry, and Cut Precious Stones; Natural History Items."
9920,SMOKERS' ARTICLES AND MATCHES,7/15/79,,Smokers' Articles and Matches,Ash receivers and lighters specifically designed  for installation in or on equipment.,,Cigarette Lighters; Lighter Fluid; Pipe Reamers;  Ash Trays; Tobacco Humidors; Packaged Cigarette Paper.
9925,"ECCLESIASTICAL EQUIPMENT, FURNISHINGS, AND SUPPLIES",10/1/11,,"Ecclesiastical Equipment, Furnishings, and Supplies",,,Vestments; Altars; Communion Sets;  Ecclesiastical Candelabra; Chalices; Patens; Altar Clothes;  Ecclesiastical Statuary; Sacramental Wine.
9930,MEMORIALS-CEMETERY & MORTUARY EQ,10/15/78,9/30/11,Memorials; Cemeterial and Mortuary Equipment and Supplies,Hearses; Mortuary Refrigerators.,,Grave Markers; Burial Vaults; Burial Urns; Caskets; Burial Boxes; Morticians' Supplies; Monuments; Casket Shipping Cases.
9998,NON-FOOD ITEMS FOR RESALE,1/15/85,9/30/11,NON-FOOD ITEMS FOR RESALE,,,
9999,MISCELLANEOUS ITEMS,10/15/78,,Miscellaneous Items,,,Only those items which cannot conceivably be  classified in any existing classes.
A,RESEARCH AND DEVELOPMENT,10/1/79,,,,,
AA,AGRICULTURE RandD,10/1/79,,,,,
AA10,R&D-INSECT & DIS CONT,10/1/91,7/31/99,,,,
AA11,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (BASIC RESEARCH),10/1/11,,AGRICULTURE INSECT AND DISEASE CONTROL  - BASIC RESEARCH,,,
AA12,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,AGRICULTURE INSECT AND DISEASE CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AA13,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT),10/1/11,,AGRICULTURE INSECT AND DISEASE CONTROL  - ADVANCED DEVELOPMENT,,,
AA14,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ENGINEERING DEVELOPMENT),10/1/11,,AGRICULTURE INSECT AND DISEASE CONTROL  - ENGINEERING DEVELOPMENT,,,
AA15,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,AGRICULTURE INSECT AND DISEASE CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AA16,R&D-INSECT & DIS CONT-MGMT SUP,10/1/91,9/30/11,AGRICULTURE INSECT AND DISEASE CONTROL  - MANAGEMENT AND SUPPORT,,,
AA17,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED),10/1/11,,,,,
AA20,R&D-AGRI MARKETING,11/15/88,7/31/99,,,,
AA21,AGRICULTURE MARKETING (BASIC),4/15/83,9/30/11,AGRICULTURE MARKETING  - BASIC RESEARCH,,,
AA22,R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,AGRICULTURE MARKETING - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AA23,AGRICULTURE MARKETING (ADVANCED),10/1/91,9/30/11,AGRICULTURE MARKETING  - ADVANCED DEVELOPMENT,,,
AA24,AGRICULTURE MARKETING (ENGINEERING),10/1/91,9/30/11,AGRICULTURE MARKETING  - ENGINEERING DEVELOPMENT,,,
AA25,AGRICULTURE MARKETING (OPERATIONAL),9/15/82,9/30/11,AGRICULTURE MARKETING  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AA26,R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT),10/1/11,,AGRICULTURE MARKETING  - MANAGEMENT AND SUPPORT,,,
AA27,R&D- AGRICULTURE: MARKETING (COMMERCIALIZED),10/1/11,,,,,
AA30,R&D-AGRI PRODUCTION,10/1/91,7/31/99,,,,
AA31,AGRICULTURE PRODUCTION (BASIC),10/1/91,9/30/11,AGRICULTURE PRODUCTION  - BASIC RESEARCH,,,
AA32,R&D- AGRICULTURE: PRODUCTION (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,AGRICULTURE PRODUCTION - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AA33,R&D- AGRICULTURE: PRODUCTION (ADVANCED DEVELOPMENT),10/1/11,,AGRICULTURE PRODUCTION  - ADVANCED DEVELOPMENT,,,
AA34,R&D-AGRI PRODUCTION-ENG DEV,10/1/91,9/30/11,AGRICULTURE PRODUCTION  - ENGINEERING DEVELOPMENT,,,
AA35,R&D-AGRI PRODUCTION-OPSY DEV,10/1/91,9/30/11,AGRICULTURE PRODUCTION  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AA36,R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT),10/1/11,,AGRICULTURE PRODUCTION  - MANAGEMENT AND SUPPORT,,,
AA37,R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED),10/1/11,,,,,
AA40,,,9/30/03,,,,
AA41,R&D-AQUACUL/HYDROPONICS-B RES,10/1/91,7/31/99,,,,
AA42,R&D-AQUACUL/HYDROPONICS-A RES/EXPL,10/1/91,7/31/99,,,,
AA43,R&D-AQUACUL/HYDROPONICS-ADV DEV,10/1/91,7/31/99,,,,
AA44,R&D-AQUACUL/HYDROPONICS-ENG DEV,10/1/91,7/31/99,,,,
AA45,R&D-AQUACUL/HYDROPONICS-OPSY DEV,10/1/91,7/31/99,,,,
AA46,R&D-AQUACUL/HYDROPONICS-MGMT SUP,10/1/91,7/31/99,,,,
AA47,RDTE/Aquaculture & Hydroponics-Op System Develop,,9/30/11,,,,
AA90,R&D-OTHER AGRI,10/15/80,7/31/99,,,,
AA91,OTHER AGRICULTURE (BASIC),3/15/80,9/30/11,OTHER AGRICULTURE  - BASIC RESEARCH,,,
AA92,R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,OTHER AGRICULTURE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AA93,OTHER AGRICULTURE (ADVANCED),10/1/91,9/30/11,OTHER AGRICULTURE  - ADVANCED DEVELOPMENT,,,
AA94,OTHER AGRICULTURE (ENGINEERING),8/15/89,9/30/11,OTHER AGRICULTURE  - ENGINEERING DEVELOPMENT,,,
AA95,OTHER AGRICULTURE (OPERATIONAL),11/15/83,9/30/11,OTHER AGRICULTURE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AA96,R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT),10/1/11,,OTHER AGRICULTURE  - MANAGEMENT AND SUPPORT,,,
AA97,R&D- AGRICULTURE: OTHER (COMMERCIALIZED),10/1/11,,,,,
AB,COMMUNITY SERVICE/DEV. RandD,10/1/79,,,,,
AB10,R&D-CRIME PREVENT & CONT,11/15/80,7/31/99,,,,
AB11,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH),10/1/11,,CRIME PREVENTION AND CONTROL  - BASIC RESEARCH,,,
AB12,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,CRIME PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB13,R&D-CRIME PREVENT & CONT-ADV DEV,2/15/80,9/30/11,CRIME PREVENTION AND CONTROL  - ADVANCED DEVELOPMENT,,,
AB14,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),10/1/11,,CRIME PREVENTION AND CONTROL  - ENGINEERING DEVELOPMENT,,,
AB15,R&D-CRIME PREVENT & CONT-OPSY DEV,10/1/91,9/30/11,CRIME PREVENTION AND CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB16,R&D-CRIME PREVENT & CONT-MGMT SUP,3/15/84,9/30/11,CRIME PREVENTION AND CONTROL  - MANAGEMENT AND SUPPORT,,,
AB17,R&D-CRIME PREVENT & CONT-COMERCLIZ,10/1/91,9/30/11,,,,
AB20,R&D-FIRE PREVENT & CONT,10/1/91,7/31/99,,,,
AB21,FIRE PREVENTION AND CONTROL (BASIC),10/1/91,9/30/11,FIRE PREVENTION AND CONTROL  - BASIC RESEARCH,,,
AB22,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,FIRE PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB23,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT),10/1/11,,FIRE PREVENTION AND CONTROL  - ADVANCED DEVELOPMENT,,,
AB24,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),10/1/11,,FIRE PREVENTION AND CONTROL  - ENGINEERING DEVELOPMENT,,,
AB25,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,FIRE PREVENTION AND CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB26,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT),10/1/11,,FIRE PREVENTION AND CONTROL  - MANAGEMENT AND SUPPORT,,,
AB27,R&D-FIRE PREVENT & CONT-COMERCLIZ,10/1/91,9/30/11,,,,
AB30,R&D-RURAL SVCS & DEVELOP,10/1/91,7/31/99,,,,
AB31,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH),10/1/11,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB32,R&D-RURAL SVCS & DEVELOP-A RES/EXPL,10/1/91,9/30/11,RURAL COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB33,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ADVANCED DEVELOPMENT),10/1/11,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB34,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ENGINEERING DEVELOPMENT),10/1/11,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB35,R&D-RURAL SVCS & DEVELOP-OPSY DEV,10/1/91,9/30/11,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB36,R&D-RURAL SVCS & DEVELOP-MGMT SUP,10/1/91,9/30/11,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB37,R&D-RURAL SVCS & DEVELOP-COMERCLIZ,10/1/91,9/30/11,,,,
AB40,R&D-URBAN SVCS & DEVELOP,10/15/80,7/31/99,,,,
AB41,R&D-URBAN SVCS & DEVELOP-B RES,10/15/82,9/30/11,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB42,R&D-URBAN SVCS & DEVELOP-A RES/EXPL,10/1/91,9/30/11,URBAN COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB43,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ADVANCED DEVELOPMENT),10/1/11,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB44,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ENGINEERING DEVELOPMENT),10/1/11,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB45,R&D-URBAN SVCS & DEVELOP-OPSY DEV,10/1/91,9/30/11,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB46,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (MANAGEMENT/SUPPORT),10/1/11,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB47,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (COMMERCIALIZED),10/1/11,,,,,
AB90,R&D-OTHER SVC & DEVELOP,4/15/80,7/31/99,,,,
AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),10/1/11,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,OTHER COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB93,R&D-OTHER SVC & DEVELOP-ADV DEV,3/15/79,9/30/11,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB94,R&D-OTHER SVC & DEVELOP-ENG DEV,10/1/91,9/30/11,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/11,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB96,R&D-OTHER SVC & DEVELOP-MGMT SUP,1/15/80,9/30/11,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB97,R&D-OTHER SVC & DEVELOP-COMERCLIZ,10/1/91,9/30/11,,,,
AC,DEFENSE SYSTEMS RandD,10/1/79,,,,,
AC10,R&D-AIRCRAFT,10/1/91,7/31/99,,,,
AC11,R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH),10/1/11,,DEFENSE AIRCRAFT  - BASIC RESEARCH,,,
AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/11,,DEFENSE AIRCRAFT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC13,R&D- DEFENSE SYSTEM: AIRCRAFT (ADVANCED DEVELOPMENT),10/1/11,,DEFENSE AIRCRAFT  - ADVANCED DEVELOPMENT,,,
