award_id,generated_unique_award_id,display_award_id,category,type,type_description,piid,fain,uri,total_obligation,description,award_amount,total_subsidy_cost,total_loan_value,update_date,recipient_name,recipient_unique_id,recipient_hash,recipient_agg_key,parent_recipient_unique_id,business_categories,action_date,fiscal_year,last_modified_date,period_of_performance_start_date,period_of_performance_current_end_date,date_signed,ordering_period_end_date,original_loan_subsidy_cost,face_value_loan_guarantee,awarding_agency_id,funding_agency_id,awarding_toptier_agency_name,funding_toptier_agency_name,awarding_subtier_agency_name,funding_subtier_agency_name,awarding_toptier_agency_code,funding_toptier_agency_code,awarding_subtier_agency_code,funding_subtier_agency_code,funding_toptier_agency_agg_key,funding_subtier_agency_agg_key,recipient_location_country_code,recipient_location_country_name,recipient_location_state_code,recipient_location_county_code,recipient_location_county_name,recipient_location_congressional_code,recipient_location_zip5,recipient_location_city_name,pop_country_code,pop_country_name,pop_state_code,pop_county_code,pop_county_name,pop_zip5,pop_congressional_code,pop_city_name,pop_city_code,cfda_number,cfda_title,cfda_agg_key,sai_number,type_of_contract_pricing,extent_competed,type_set_aside,product_or_service_code,product_or_service_description,naics_code,naics_description,recipient_location_county_agg_key,recipient_location_congressional_agg_key,recipient_location_state_agg_key,pop_county_agg_key,pop_congressional_agg_key,pop_state_agg_key,tas_paths,tas_components,disaster_emergency_fund_codes,total_covid_outlay,total_covid_obligation
1268500,CONT_AWD_0019_9700_W9124A06D0003_9700,0019,contract,C,DO,0019,,,107159.00,DESIGN & BUILD NEW ANNOUNCER'S BOOTH,107159.00,0.00,0.00,2020-01-29 22:01:36.424067+00,MW- ALL STAR JOINT VENTURE,029495525,303524c6-380d-4c60-c64f-1c0725e166e1,"{""name"":""MW- ALL STAR JOINT VENTURE"",""unique_id"":""029495525"",""hash"":""303524c6-380d-4c60-c64f-1c0725e166e1"",""levels"":""{C}""}",029495525,"{category_business,emerging_small_business,hispanic_american_owned_business,minority_owned_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations,woman_owned_business}",2008-02-11,2008,2008-02-11,2007-06-18,2008-01-31,2007-06-15,,0.00,0.00,1188,1188,Department of Defense,Department of Defense,Department of the Army,Department of the Army,097,097,2100,2100,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Army"",""code"":""2100"",""id"":""1173""}",USA,UNITED STATES,CA,,,45,,MURRIETA,USA,UNITED STATES,AZ,003,COCHISE,85613,08,FORT HUACHUCA,,,,,,J,A,NONE,Y300,CONSTRUCT/RESTORATION,238990,ALL OTHER SPECIALTY TRADE CONTRACTORS,,"{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""45"",""population"":""797608""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_fips"":""04"",""county_code"":""003"",""county_name"":""COCHISE"",""population"":""125922""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_fips"":""04"",""congressional_code"":""08"",""population"":""794820""}","{""country_code"":""USA"",""state_code"":""AZ"",""state_name"":""Arizona"",""population"":""7278717""}",,,,,
65000,CONT_AWD_0001_9700_N0040608D8051_9700,0001,contract,C,DO,0001,,,107138.00,"3/8"" X 48"" X 96"" PLYWOOD-BASE PERIOD",107138.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"MATHEUS LUMBER COMPANY, INC.",009481672,a51f61d4-8241-8dee-5f9d-b0db2c997ac4,"{""name"":""MATHEUS LUMBER COMPANY, INC."",""unique_id"":""009481672"",""hash"":""a51f61d4-8241-8dee-5f9d-b0db2c997ac4"",""levels"":""{C}""}",009481672,"{category_business,corporate_entity_not_tax_exempt,small_business}",2008-04-24,2008,2009-09-25,2008-03-12,2008-03-24,2008-03-12,,0.00,0.00,1174,1174,Department of Defense,Department of Defense,Department of the Navy,Department of the Navy,097,097,1700,1700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Navy"",""code"":""1700"",""id"":""1173""}",USA,UNITED STATES,WA,,,01,,WOODINVILLE,USA,UNITED STATES,WA,033,KING,98072,01,WOODINVILLE,,,,,,K,D,SBA,5530,PLYWOOD AND VENEER,321113,SAWMILLS,,"{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""congressional_code"":""01"",""population"":""768363""}","{""country_code"":""USA"",""state_code"":""WA"",""state_name"":""Washington"",""population"":""7614893""}","{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""county_code"":""033"",""county_name"":""KING"",""population"":""2252782""}","{""country_code"":""USA"",""state_code"":""WA"",""state_fips"":""53"",""congressional_code"":""01"",""population"":""768363""}","{""country_code"":""USA"",""state_code"":""WA"",""state_name"":""Washington"",""population"":""7614893""}",,,,,
35838000,CONT_AWD_V691C88232_3600_V691P7070_3600,V691C88232,contract,C,DO,V691C88232,,,107070.00,NURSING HOME,107070.00,0.00,0.00,2018-02-03 18:54:06.983782+00,FAMILY CIRCLE INC,114384774,f50095fa-9ecb-dbed-b0ac-c08b02aec095,"{""name"":""FAMILY CIRCLE INC"",""unique_id"":""114384774"",""hash"":""f50095fa-9ecb-dbed-b0ac-c08b02aec095"",""levels"":""{C}""}",114384774,"{category_business,corporate_entity_not_tax_exempt,minority_owned_business,other_minority_owned_business,other_than_small_business,special_designations,us_owned_business,woman_owned_business}",2008-01-01,2008,2010-11-24,2008-01-01,2008-03-31,2008-01-01,,0.00,0.00,561,,Department of Veterans Affairs,,Department of Veterans Affairs,,036,,3600,,,,USA,UNITED STATES,CA,,,23,,OXNARD,USA,UNITED STATES,CA,111,VENTURA,93033,23,OXNARD,,,,,,J,,NONE,Q402,MEDICAL- NURSING HOME CARE CONTRACTS,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),,"{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""23"",""population"":""747852""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""111"",""county_name"":""VENTURA"",""population"":""846006""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""23"",""population"":""747852""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
27685500,CONT_AWD_RA37_9700_SPM20003D1666_9700,RA37,contract,C,DO,RA37,,,106428.00,4508342177!PV PHARM,106428.00,0.00,0.00,2018-02-03 18:54:06.983782+00,MCKESSON CORPORATION,177667227,8b51f520-c590-0517-1e0d-45336a1b9332,"{""name"":""MCKESSON CORPORATION"",""unique_id"":""177667227"",""hash"":""8b51f520-c590-0517-1e0d-45336a1b9332"",""levels"":""{C}""}",177667227,"{category_business,corporate_entity_not_tax_exempt,other_than_small_business}",2008-08-12,2008,2010-09-29,2008-08-12,2008-08-12,2008-08-12,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,CA,,,08,,SAN FRANCISCO,USA,UNITED STATES,CA,113,YOLO,95691,01,WEST SACRAMENTO,,,,,,J,A,NONE,6545,"REPLENISHABLE FIELD MEDICAL SETS, KITS, AND OUTFITS",424210,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,,"{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""08"",""population"":""717107""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""113"",""county_name"":""YOLO"",""population"":""220500""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""01"",""population"":""711282""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
7600500,CONT_AWD_5145_9700_SPM20002D7600_9700,5145,contract,C,DO,5145,,,105900.00,4506325826!PASCAL SY,105900.00,0.00,0.00,2018-02-03 18:54:06.983782+00,ALLIANCE JOINT VENTURE,010028038,95cbd3d7-4075-db83-e5f9-bc465b16f768,"{""name"":""ALLIANCE JOINT VENTURE"",""unique_id"":""010028038"",""hash"":""95cbd3d7-4075-db83-e5f9-bc465b16f768"",""levels"":""{C}""}",010028038,"{category_business,minority_owned_business,self_certified_small_disadvanted_business,small_business,small_disadvantaged_business,special_designations,subcontinent_asian_indian_american_owned_business}",2007-12-13,2008,2010-03-13,2007-12-13,2007-12-16,2007-12-13,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,FL,,,21,,HIALEAH,USA,UNITED STATES,FL,086,MIAMI-DADE,33010,21,HIALEAH,,,,,,J,D,NONE,6540,"OPHTHALMIC INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""FL"",""state_fips"":""12"",""congressional_code"":""21"",""population"":""785042""}","{""country_code"":""USA"",""state_code"":""FL"",""state_name"":""Florida"",""population"":""21477737""}","{""country_code"":""USA"",""state_code"":""FL"",""state_fips"":""12"",""county_code"":""086"",""county_name"":""MIAMI-DADE"",""population"":""2716940""}","{""country_code"":""USA"",""state_code"":""FL"",""state_fips"":""12"",""congressional_code"":""21"",""population"":""785042""}","{""country_code"":""USA"",""state_code"":""FL"",""state_name"":""Florida"",""population"":""21477737""}",,,,,
14073000,CONT_AWD_ED07PO1033_9100_-NONE-_-NONE-,ED07PO1033,contract,B,PO,ED07PO1033,,,105525.80,CHECKFREE SOFTWARE MAINTENANCE,105525.80,0.00,0.00,2018-02-03 18:54:06.983782+00,CHECKFREE CORPORATION,040337243,faa28938-0f28-6c56-375f-88e17dbcdba2,"{""name"":""CHECKFREE CORPORATION"",""unique_id"":""040337243"",""hash"":""faa28938-0f28-6c56-375f-88e17dbcdba2"",""levels"":""{C}""}",121594832,"{category_business,other_than_small_business}",2008-07-30,2008,2008-07-31,2007-07-30,2008-08-31,2007-07-30,,0.00,0.00,1068,1068,Department of Education,Department of Education,Department of Education,Department of Education,091,091,9100,9100,"{""name"":""Department of Education"",""code"":""091"",""id"":""1068""}","{""name"":""Department of Education"",""code"":""9100"",""id"":""1068""}",USA,UNITED STATES,GA,,,07,,NORCROSS,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,20202,00,WASHINGTON,,,,,,J,C,NONE,7030,INFORMATION TECHNOLOGY SOFTWARE,541519,OTHER COMPUTER RELATED SERVICES,,"{""country_code"":""USA"",""state_code"":""GA"",""state_fips"":""13"",""congressional_code"":""07"",""population"":""803976""}","{""country_code"":""USA"",""state_code"":""GA"",""state_name"":""Georgia"",""population"":""10617423""}","{""country_code"":""USA"",""state_code"":""DC"",""state_fips"":""11"",""county_code"":""001"",""county_name"":""DISTRICT OF COLUMBIA"",""population"":""705749""}","{""country_code"":""USA"",""state_code"":""DC"",""state_fips"":""11"",""congressional_code"":""00"",""population"":""""}","{""country_code"":""USA"",""state_code"":""DC"",""state_name"":""District of Columbia"",""population"":""705749""}",,,,,
36864000,CONT_AWD_VA335J85075_3600_GS07F0005T_4730,VA335J85075,contract,C,DO,VA335J85075,,,102450.00,DESIGN/ELECTRICAL/INSTALLATION ST. PAUL VARO,102450.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"DIRTT ENVIRONMENTAL SOLUTIONS, INC.",179261420,acb62cd2-1cee-e7a8-5525-f68dbd054975,"{""name"":""DIRTT ENVIRONMENTAL SOLUTIONS, INC."",""unique_id"":""179261420"",""hash"":""acb62cd2-1cee-e7a8-5525-f68dbd054975"",""levels"":""{C,R}""}",179261420,"{category_business,small_business}",2008-07-23,2008,2009-07-15,2008-07-23,2008-08-25,2008-07-23,,0.00,0.00,561,,Department of Veterans Affairs,,Department of Veterans Affairs,,036,,3600,,,,USA,UNITED STATES,IL,,,07,,CHICAGO,USA,UNITED STATES,MN,123,RAMSEY,55101,04,SAINT PAUL,,,,,,J,CDO,NONE,7110,OFFICE FURNITURE,561320,TEMPORARY HELP SERVICES,,"{""country_code"":""USA"",""state_code"":""IL"",""state_fips"":""17"",""congressional_code"":""07"",""population"":""707513""}","{""country_code"":""USA"",""state_code"":""IL"",""state_name"":""Illinois"",""population"":""12671821""}","{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""county_code"":""123"",""county_name"":""RAMSEY"",""population"":""550321""}","{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""congressional_code"":""04"",""population"":""717766""}","{""country_code"":""USA"",""state_code"":""MN"",""state_name"":""Minnesota"",""population"":""5639632""}",,,,,
34365500,CONT_AWD_V618C81085_3600_GS25F0010M_4730,V618C81085,contract,C,DO,V618C81085,,,100000.00,REFILL FOR POSTAGE METERS,100000.00,0.00,0.00,2018-02-03 18:54:06.983782+00,PITNEY BOWES INC.,001161793,3f59f456-47e0-7195-afdb-d39aa2567634,"{""name"":""PITNEY BOWES INC."",""unique_id"":""001161793"",""hash"":""3f59f456-47e0-7195-afdb-d39aa2567634"",""levels"":""{C}""}",001161793,"{category_business,other_than_small_business}",2008-06-26,2008,2014-06-26,2008-06-26,2008-06-27,2008-06-26,,0.00,0.00,561,,Department of Veterans Affairs,,Department of Veterans Affairs,,036,,3600,,,,USA,UNITED STATES,CT,,,04,,STAMFORD,USA,UNITED STATES,MN,053,HENNEPIN,55417,05,MINNEAPOLIS,,,,,,J,,NONE,R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,333298,ALL OTHER INDUSTRIAL MACHINERY MANUFACTURING,,"{""country_code"":""USA"",""state_code"":""CT"",""state_fips"":""09"",""congressional_code"":""04"",""population"":""739090""}","{""country_code"":""USA"",""state_code"":""CT"",""state_name"":""Connecticut"",""population"":""3565287""}","{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""county_code"":""053"",""county_name"":""HENNEPIN"",""population"":""1265843""}","{""country_code"":""USA"",""state_code"":""MN"",""state_fips"":""27"",""congressional_code"":""05"",""population"":""718802""}","{""country_code"":""USA"",""state_code"":""MN"",""state_name"":""Minnesota"",""population"":""5639632""}",,,,,
28056500,CONT_AWD_SCI80008C0001_1900_-NONE-_-NONE-,SCI80008C0001,contract,D,DCA,SCI80008C0001,,,99819.48,GARDENING SERVICE FOR THE U.S EMBASSY (CMR-DCM-MSG AND CHANCERY),99819.48,0.00,0.00,2018-02-03 18:54:06.983782+00,MISCELLANEOUS FOREIGN AWARDEES,123456787,,"{""name"":""MISCELLANEOUS FOREIGN AWARDEES"",""unique_id"":""123456787"",""hash"":"""",""levels"":""""}",123456787,"{category_business,other_than_small_business}",2008-05-23,2008,2008-07-25,2008-04-14,2008-04-14,2008-05-23,,0.00,0.00,315,315,Department of State,Department of State,Department of State,Department of State,019,019,1900,1900,"{""name"":""Department of State"",""code"":""019"",""id"":""315""}","{""name"":""Department of State"",""code"":""1900"",""id"":""315""}",USA,UNITED STATES,VA,,,08,,ARLINGTON,CHL,CHILE,,,,,,,,,,,,J,A,NONE,S208,HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING,561730,LANDSCAPING SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}",,,,,,,,
4611000,CONT_AWD_087D_9700_SPM30008D3105_9700,087D,contract,C,DO,087D,,,99627.00,"4507180196!SAUSAGE,",99627.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"US FOODS, INC.",140752374,00d7a8cb-09d4-d16e-5269-501a3ae49801,"{""name"":""US FOODS, INC."",""unique_id"":""140752374"",""hash"":""00d7a8cb-09d4-d16e-5269-501a3ae49801"",""levels"":""{C}""}",803900237,"{category_business,corporate_entity_not_tax_exempt,other_than_small_business}",2008-03-27,2008,2010-06-17,2008-03-27,2008-03-31,2008-03-27,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,GA,,,13,,FAIRBURN,USA,UNITED STATES,GA,121,FULTON,30213,03,FAIRBURN,,,,,,J,A,NONE,8910,DAIRY FOODS AND EGGS,424490,OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS,,"{""country_code"":""USA"",""state_code"":""GA"",""state_fips"":""13"",""congressional_code"":""13"",""population"":""757521""}","{""country_code"":""USA"",""state_code"":""GA"",""state_name"":""Georgia"",""population"":""10617423""}","{""country_code"":""USA"",""state_code"":""GA"",""state_fips"":""13"",""county_code"":""121"",""county_name"":""FULTON"",""population"":""1063937""}","{""country_code"":""USA"",""state_code"":""GA"",""state_fips"":""13"",""congressional_code"":""03"",""population"":""740700""}","{""country_code"":""USA"",""state_code"":""GA"",""state_name"":""Georgia"",""population"":""10617423""}",,,,,
34831000,CONT_AWD_V640C85381_3600_GS10F0189T_4730,V640C85381,contract,C,DO,V640C85381,,,99418.00,"UNIT           TOTAL ITEM           DESCRIPTION                QTY UNIT     COST           COST --------------------------------------------------------------------------------     1  LABOR HOURS: SENIOR PRINCIPAL        6  EA    207.00        1242.00         MANAGER         BOC: 2580     FMS LINE: 001     CONTRACT: GS-10F-0189T       2  LABOR HOURS: PRINCIPAL             432  EA    197.00        85104.00         BOC: 2580     FMS LINE: 001     CONTRACT: GS-10F-0189T       3  TRAVEL OVERNIGHT FOR PRINCIPAL       1  EA   13072.00       13072.00         MANAGERS         BOC: 2580     FMS LINE: 001              52.252-2 CLAUSES INCORPORATED BY REFERENCE (JUN 88).         CONTRACT INCORPORATES ONE OR MORE CLAUSES BY REFERENCE WITH         THE SAME FORCE AND EFFECT AS IF THEY WERE GIVEN IN FULL         TEXT.  UPON REQUEST THE CONTRACTING OFFICER WILL MAKE THEIR         FULL TEXT AVAILABLE:  FEDERAL ACQUISITION REGULATION (48         CFR CHAPTER 1) CLAUSES           52.211-16  VARIATION IN QUANTITY (APR 1984)           52.211-17  DELIVERY OF EXCESS QUANTITIES (SEPT 1989)           52.222-3   CONVICT LABOR (AUG 1996)           52.222-26  EQUAL OPPORTUNITY (APR 1984)           52.222-36  AFFIRMATIVE ACTION FOR WORKERS WITH DISABILITIES         (JUN 1998)           52.222-41  SERVICE CONTRACT ACT OF 1965 AS AMENDED (MAY         1989)           52.223-6   DRUG FREE WORKPLACE (JAN 1997)           52.225-3   BUY AMERICAN ACT-SUPPLIES (JAN 1994)           52.228-5   INSURANCE-WORK ON A GOVERNMENT INSTALLATION (JAN         97)           52.232-1   PAYMENTS (APR 1984)           52.232-8   DISCOUNTS FOR PROMPT PAYMENT (MAY 1997)           52.232-25  PROMPT PAYMENT (JUN 1997)           52.232-33  MANDATORY INFORMATION FOR ELECTRONIC FUNDS         TRANSFERPAYMENT (AUG 1996)           52.233-1   DISPUTES (OCT 1995)           52.233-3   PROTEST AFTER AWARD (AUG 1996)           52.243-2   CHANGES-FIXED PRICE (AUG 1987)           52.249-1   TERMINATION FOR CONVENIENCE OF THE GOVERNMENT         (FIXED PRICE) (SHORT FORM) (APR 1984)           VETERANS ADMINISTRATION ACQUISITION REGULATION CLAUSES         (48CFR CHAPTER 8)           852.237-70 CONTRACTOR RESPONSIBILITIES (APR 1984)           852.270-1  REPRESENTATIVES OF CONTRACTING OFFICERS (APR         1984)           852.270-4  COMMERCIAL ADVERTISING (NOV 1984)           *** ESTIMATED PURCHASE ORDER ***   NOBLIS, INC. FOR         TECHNICAL AND PRICE PROPOSAL (#P3724) TO SUPPORT THE         SUBJECT EFFORT. THIS RESPONSE IS SUBMITTED UNDER OUR GSA         MOBIS SCHEDULE GS-10F-0189T.           TO SUPPORT CARF PREPARATION FOR SPINAL CORD INJURY SERVICE.           FOR FURTHER INFORMATION PLEASE CONTACT NORA LYNN DWINELL AT         EXTENSION 65556.           V.A. TRANSACTION NUMBERS:               640-08-4-503-0003   END OF DISPLAY--PRESS RETURN OR ENTER '^' TO HALT:",99418.00,0.00,0.00,2018-02-03 18:54:06.983782+00,"NOBLIS, INC.",932902364,d9054797-927e-de66-08f5-8e091bbbbe3a,"{""name"":""NOBLIS, INC."",""unique_id"":""932902364"",""hash"":""d9054797-927e-de66-08f5-8e091bbbbe3a"",""levels"":""{C}""}",932902364,"{category_business,nonprofit,other_than_small_business}",2008-08-07,2008,2010-03-13,2008-08-07,2008-08-17,2008-08-07,,0.00,0.00,561,,Department of Veterans Affairs,,Department of Veterans Affairs,,036,,3600,,,,USA,UNITED STATES,VA,,,08,,FALLS CHURCH,USA,UNITED STATES,CA,085,SANTA CLARA,94304,14,PALO ALTO,,,,,,J,NDO,NONE,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,"{""country_code"":""USA"",""state_code"":""VA"",""state_fips"":""51"",""congressional_code"":""08"",""population"":""795467""}","{""country_code"":""USA"",""state_code"":""VA"",""state_name"":""Virginia"",""population"":""8535519""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""county_code"":""085"",""county_name"":""SANTA CLARA"",""population"":""1927852""}","{""country_code"":""USA"",""state_code"":""CA"",""state_fips"":""06"",""congressional_code"":""14"",""population"":""759415""}","{""country_code"":""USA"",""state_code"":""CA"",""state_name"":""California"",""population"":""39512223""}",,,,,
15062500,CONT_AWD_FA865008M1368_9700_-NONE-_-NONE-,FA865008M1368,contract,B,PURCHASE ORDER,FA865008M1368,,,99411.00,NONLINEAR SIGNAL PROCESSING FOR ADVANCED DIGITAL RECEIVE SYSTEMS,99411.00,0.00,0.00,2020-04-21 01:38:12.441031+00,GMR RESEARCH & TECHNOLOGY INC,152124611,7ff57103-0c79-0027-803c-f40a7f0036e1,"{""name"":""GMR RESEARCH & TECHNOLOGY INC"",""unique_id"":""152124611"",""hash"":""7ff57103-0c79-0027-803c-f40a7f0036e1"",""levels"":""{C}""}",152124611,"{category_business,small_business,woman_owned_business}",2008-02-05,2008,2020-04-18,2008-02-05,2008-11-05,2008-02-05,,0.00,0.00,1196,1196,Department of Defense,Department of Defense,Department of the Air Force,Department of the Air Force,097,097,5700,5700,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Department of the Air Force"",""code"":""5700"",""id"":""1173""}",USA,UNITED STATES,MA,017,MIDDLESEX,05,01742,CONCORD,USA,UNITED STATES,MA,017,MIDDLESEX,01742,05,CONCORD,,,,,,J,D,SBA,AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)","{""country_code"":""USA"",""state_code"":""MA"",""state_fips"":""25"",""county_code"":""017"",""county_name"":""MIDDLESEX"",""population"":""1611699""}","{""country_code"":""USA"",""state_code"":""MA"",""state_fips"":""25"",""congressional_code"":""05"",""population"":""775135""}","{""country_code"":""USA"",""state_code"":""MA"",""state_name"":""Massachusetts"",""population"":""6892503""}","{""country_code"":""USA"",""state_code"":""MA"",""state_fips"":""25"",""county_code"":""017"",""county_name"":""MIDDLESEX"",""population"":""1611699""}","{""country_code"":""USA"",""state_code"":""MA"",""state_fips"":""25"",""congressional_code"":""05"",""population"":""775135""}","{""country_code"":""USA"",""state_code"":""MA"",""state_name"":""Massachusetts"",""population"":""6892503""}",,,,,
30608500,CONT_AWD_SPM4A508M2277_9700_-NONE-_-NONE-,SPM4A508M2277,contract,B,PURCHASE ORDER,SPM4A508M2277,,,99320.00,4506920165!MIDWEST S,99320.00,0.00,0.00,2019-08-29 03:10:16.638717+00,MOOG INC.,002103166,58947996-b50b-532e-175e-699edf5be80a,"{""name"":""MOOG INC."",""unique_id"":""002103166"",""hash"":""58947996-b50b-532e-175e-699edf5be80a"",""levels"":""{C}""}",002103166,"{category_business,corporate_entity_not_tax_exempt,manufacturer_of_goods,other_than_small_business}",2008-02-27,2008,2019-08-26,2008-02-27,2009-06-21,2008-02-27,,0.00,0.00,1219,1219,Department of Defense,Department of Defense,Defense Logistics Agency,Defense Logistics Agency,097,097,97AS,97AS,"{""name"":""Department of Defense"",""code"":""097"",""id"":""1173""}","{""name"":""Defense Logistics Agency"",""code"":""97AS"",""id"":""1173""}",USA,UNITED STATES,NY,029,ERIE,,14052,EAST AURORA,USA,UNITED STATES,NY,029,ERIE,14052,27,EAST AURORA,,,,,,J,C,NONE,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,336413,OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING,"{""country_code"":""USA"",""state_code"":""NY"",""state_fips"":""36"",""county_code"":""029"",""county_name"":""ERIE"",""population"":""918702""}",,"{""country_code"":""USA"",""state_code"":""NY"",""state_name"":""New York"",""population"":""19453561""}","{""country_code"":""USA"",""state_code"":""NY"",""state_fips"":""36"",""county_code"":""029"",""county_name"":""ERIE"",""population"":""918702""}","{""country_code"":""USA"",""state_code"":""NY"",""state_fips"":""36"",""congressional_code"":""27"",""population"":""712904""}","{""country_code"":""USA"",""state_code"":""NY"",""state_name"":""New York"",""population"":""19453561""}",,,,,
